i,qV(1)/qC(0),Run 1 of 25,qV(1)/qC(0),Run 2 of 25,qV(1)/qC(0),Run 3 of 25,qV(1)/qC(0),Run 4 of 25,qV(1)/qC(0),Run 5 of 25,qV(1)/qC(0),Run 6 of 25,qV(1)/qC(0),Run 7 of 25,qV(1)/qC(0),Run 8 of 25,qV(1)/qC(0),Run 9 of 25,qV(1)/qC(0),Run 10 of 25,qV(1)/qC(0),Run 11 of 25,qV(1)/qC(0),Run 12 of 25,qV(1)/qC(0),Run 13 of 25,qV(1)/qC(0),Run 14 of 25,qV(1)/qC(0),Run 15 of 25,qV(1)/qC(0),Run 16 of 25,qV(1)/qC(0),Run 17 of 25,qV(1)/qC(0),Run 18 of 25,qV(1)/qC(0),Run 19 of 25,qV(1)/qC(0),Run 20 of 25,qV(1)/qC(0),Run 21 of 25,qV(1)/qC(0),Run 22 of 25,qV(1)/qC(0),Run 23 of 25,qV(1)/qC(0),Run 24 of 25,qV(1)/qC(0),Run 25 of 25
137,0,"Question{QuestionCommittee{λ=59340871/33554432, rank=1}}",0,"Question{QuestionCommittee{λ=156116148158457/140737488355328, rank=1}}",0,"Question{QuestionCommittee{λ=93866411577/68719476736, rank=1}}",0,"Question{QuestionCommittee{λ=9460128686073/8796093022208, rank=1}}",0,"Question{QuestionCommittee{λ=10074826776569/8796093022208, rank=1}}",0,"Question{QuestionCommittee{λ=981/512, rank=1}}",0,"Question{QuestionCommittee{λ=1081847/1048576, rank=1}}",0,"Question{QuestionCommittee{λ=68035/65536, rank=1}}",0,"Question{QuestionCommittee{λ=4655422410745/4398046511104, rank=1}}",0,"Question{QuestionCommittee{λ=82001931/67108864, rank=1}}",0,"Question{QuestionCommittee{λ=2828817643/1073741824, rank=1}}",0,"Question{QuestionCommittee{λ=10000981524473/8796093022208, rank=1}}",0,"Question{QuestionCommittee{λ=677025451/536870912, rank=1}}",0,"Question{QuestionCommittee{λ=17361750793/17179869184, rank=1}}",0,"Question{QuestionCommittee{λ=2342643263/2147483648, rank=1}}",0,"Question{QuestionCommittee{λ=2253735359/1073741824, rank=1}}",0,"Question{QuestionCommittee{λ=155569159545/137438953472, rank=1}}",0,"Question{QuestionCommittee{λ=36775601977/17179869184, rank=1}}",0,"Question{QuestionCommittee{λ=144197/131072, rank=1}}",0,"Question{QuestionCommittee{λ=573052068823033/562949953421312, rank=1}}",0,"Question{QuestionCommittee{λ=136148555/67108864, rank=1}}",0,"Question{QuestionCommittee{λ=2264424474617/2199023255552, rank=1}}",0,"Question{QuestionCommittee{λ=590297985/536870912, rank=1}}",0,"Question{QuestionCommittee{λ=4369/4096, rank=1}}",0,"Question{QuestionCommittee{λ=80578663/67108864, rank=1}}"
138,0,"Question{QuestionCommittee{λ=118681735/67108864, rank=1}}",0,"Question{QuestionCommittee{λ=312232296316921/281474976710656, rank=1}}",0,"Question{QuestionCommittee{λ=187732823161/137438953472, rank=1}}",0,"Question{QuestionCommittee{λ=18920257372153/17592186044416, rank=1}}",0,"Question{QuestionCommittee{λ=20149653553145/17592186044416, rank=1}}",0,"Question{QuestionCommittee{λ=1969/1024, rank=1}}",0,"Question{QuestionCommittee{λ=2163687/2097152, rank=1}}",0,"Question{QuestionCommittee{λ=136077/131072, rank=1}}",0,"Question{QuestionCommittee{λ=9310844821497/8796093022208, rank=1}}",0,"Question{QuestionCommittee{λ=164003869/134217728, rank=1}}",0,"Question{QuestionCommittee{λ=5657635293/2147483648, rank=1}}",0,"Question{QuestionCommittee{λ=20001963048953/17592186044416, rank=1}}",0,"Question{QuestionCommittee{λ=1354050895/1073741824, rank=1}}",0,"Question{QuestionCommittee{λ=34723501593/34359738368, rank=1}}",0,"Question{QuestionCommittee{λ=4685286533/4294967296, rank=1}}",0,"Question{QuestionCommittee{λ=4507470725/2147483648, rank=1}}",0,"Question{QuestionCommittee{λ=311138319097/274877906944, rank=1}}",0,"Question{QuestionCommittee{λ=73551203961/34359738368, rank=1}}",0,"Question{QuestionCommittee{λ=288401/262144, rank=1}}",0,"Question{QuestionCommittee{λ=1146104137646073/1125899906842624, rank=1}}",0,"Question{QuestionCommittee{λ=272297117/134217728, rank=1}}",0,"Question{QuestionCommittee{λ=4528848949241/4398046511104, rank=1}}",0,"Question{QuestionCommittee{λ=1180595977/1073741824, rank=1}}",0,"Question{QuestionCommittee{λ=8745/8192, rank=1}}",0,"Question{QuestionCommittee{λ=161157319/134217728, rank=1}}"
139,0,"Question{QuestionCommittee{λ=237363463/134217728, rank=1}}",0,"Question{QuestionCommittee{λ=624464592633849/562949953421312, rank=1}}",0,"Question{QuestionCommittee{λ=375465646329/274877906944, rank=1}}",0,"Question{QuestionCommittee{λ=37840514744313/35184372088832, rank=1}}",0,"Question{QuestionCommittee{λ=40299307106297/35184372088832, rank=1}}",0,"Question{QuestionCommittee{λ=3945/2048, rank=1}}",0,"Question{QuestionCommittee{λ=4327367/4194304, rank=1}}",0,"Question{QuestionCommittee{λ=272161/262144, rank=1}}",0,"Question{QuestionCommittee{λ=18621689643001/17592186044416, rank=1}}",0,"Question{QuestionCommittee{λ=328007745/268435456, rank=1}}",0,"Question{QuestionCommittee{λ=11315270593/4294967296, rank=1}}",0,"Question{QuestionCommittee{λ=40003926097913/35184372088832, rank=1}}",0,"Question{QuestionCommittee{λ=2708101783/2147483648, rank=1}}",0,"Question{QuestionCommittee{λ=69447003193/68719476736, rank=1}}",0,"Question{QuestionCommittee{λ=9370573073/8589934592, rank=1}}",0,"Question{QuestionCommittee{λ=9014941457/4294967296, rank=1}}",0,"Question{QuestionCommittee{λ=622276638201/549755813888, rank=1}}",0,"Question{QuestionCommittee{λ=147102407929/68719476736, rank=1}}",0,"Question{QuestionCommittee{λ=576795/524288, rank=1}}",0,"Question{QuestionCommittee{λ=2292208275292153/2251799813685248, rank=1}}",0,"Question{QuestionCommittee{λ=544594241/268435456, rank=1}}",0,"Question{QuestionCommittee{λ=9057697898489/8796093022208, rank=1}}",0,"Question{QuestionCommittee{λ=2361191961/2147483648, rank=1}}",0,"Question{QuestionCommittee{λ=17497/16384, rank=1}}",0,"Question{QuestionCommittee{λ=322314645/268435456, rank=1}}"
140,0,"Question{QuestionCommittee{λ=474726933/268435456, rank=1}}",0,"Question{QuestionCommittee{λ=1248929185267705/1125899906842624, rank=1}}",0,"Question{QuestionCommittee{λ=750931292665/549755813888, rank=1}}",0,"Question{QuestionCommittee{λ=75681029488633/70368744177664, rank=1}}",0,"Question{QuestionCommittee{λ=80598614212601/70368744177664, rank=1}}",0,"Question{QuestionCommittee{λ=7883/4096, rank=1}}",0,"Question{QuestionCommittee{λ=8654741/8388608, rank=1}}",0,"Question{QuestionCommittee{λ=544315/524288, rank=1}}",0,"Question{QuestionCommittee{λ=37243379286009/35184372088832, rank=1}}",0,"Question{QuestionCommittee{λ=656015483/536870912, rank=1}}",0,"Question{QuestionCommittee{λ=22630541193/8589934592, rank=1}}",0,"Question{QuestionCommittee{λ=80007852195833/70368744177664, rank=1}}",0,"Question{QuestionCommittee{λ=5416203573/4294967296, rank=1}}",0,"Question{QuestionCommittee{λ=138894006393/137438953472, rank=1}}",0,"Question{QuestionCommittee{λ=18741146153/17179869184, rank=1}}",0,"Question{QuestionCommittee{λ=18029882921/8589934592, rank=1}}",0,"Question{QuestionCommittee{λ=1244553276409/1099511627776, rank=1}}",0,"Question{QuestionCommittee{λ=294204815865/137438953472, rank=1}}",0,"Question{QuestionCommittee{λ=1153583/1048576, rank=1}}",0,"Question{QuestionCommittee{λ=4584416550584313/4503599627370496, rank=1}}",0,"Question{QuestionCommittee{λ=1089188475/536870912, rank=1}}",0,"Question{QuestionCommittee{λ=18115395796985/17592186044416, rank=1}}",0,"Question{QuestionCommittee{λ=4722383929/4294967296, rank=1}}",0,"Question{QuestionCommittee{λ=34987/32768, rank=1}}",0,"Question{QuestionCommittee{λ=644629283/536870912, rank=1}}"
141,0,"Question{QuestionCommittee{λ=949453873/536870912, rank=1}}",0,"Question{QuestionCommittee{λ=2497858370535417/2251799813685248, rank=1}}",0,"Question{QuestionCommittee{λ=1501862585337/1099511627776, rank=1}}",0,"Question{QuestionCommittee{λ=151362058977273/140737488355328, rank=1}}",0,"Question{QuestionCommittee{λ=161197228425209/140737488355328, rank=1}}",0,"Question{QuestionCommittee{λ=15759/8192, rank=1}}",0,"Question{QuestionCommittee{λ=17309475/16777216, rank=1}}",0,"Question{QuestionCommittee{λ=1088637/1048576, rank=1}}",0,"Question{QuestionCommittee{λ=74486758572025/70368744177664, rank=1}}",0,"Question{QuestionCommittee{λ=1312030959/1073741824, rank=1}}",0,"Question{QuestionCommittee{λ=45261082393/17179869184, rank=1}}",0,"Question{QuestionCommittee{λ=160015704391673/140737488355328, rank=1}}",0,"Question{QuestionCommittee{λ=10832407153/8589934592, rank=1}}",0,"Question{QuestionCommittee{λ=277788012793/274877906944, rank=1}}",0,"Question{QuestionCommittee{λ=37482292313/34359738368, rank=1}}",0,"Question{QuestionCommittee{λ=36059765849/17179869184, rank=1}}",0,"Question{QuestionCommittee{λ=2489106552825/2199023255552, rank=1}}",0,"Question{QuestionCommittee{λ=588409631737/274877906944, rank=1}}",0,"Question{QuestionCommittee{λ=2307159/2097152, rank=1}}",0,"Question{QuestionCommittee{λ=9168833101168633/9007199254740992, rank=1}}",0,"Question{QuestionCommittee{λ=2178376957/1073741824, rank=1}}",0,"Question{QuestionCommittee{λ=36230791593977/35184372088832, rank=1}}",0,"Question{QuestionCommittee{λ=9444767865/8589934592, rank=1}}",0,"Question{QuestionCommittee{λ=69967/65536, rank=1}}",0,"Question{QuestionCommittee{λ=1289258573/1073741824, rank=1}}"
142,0,"Question{QuestionCommittee{λ=1898907753/1073741824, rank=1}}",0,"Question{QuestionCommittee{λ=4995716741070841/4503599627370496, rank=1}}",0,"Question{QuestionCommittee{λ=3003725170681/2199023255552, rank=1}}",0,"Question{QuestionCommittee{λ=302724117954553/281474976710656, rank=1}}",0,"Question{QuestionCommittee{λ=322394456850425/281474976710656, rank=1}}",0,"Question{QuestionCommittee{λ=31511/16384, rank=1}}",0,"Question{QuestionCommittee{λ=34618957/33554432, rank=1}}",0,"Question{QuestionCommittee{λ=2177281/2097152, rank=1}}",0,"Question{QuestionCommittee{λ=148973517144057/140737488355328, rank=1}}",0,"Question{QuestionCommittee{λ=2624061911/2147483648, rank=1}}",0,"Question{QuestionCommittee{λ=90522164793/34359738368, rank=1}}",0,"Question{QuestionCommittee{λ=320031408783353/281474976710656, rank=1}}",0,"Question{QuestionCommittee{λ=21664814313/17179869184, rank=1}}",0,"Question{QuestionCommittee{λ=555576025593/549755813888, rank=1}}",0,"Question{QuestionCommittee{λ=74964584633/68719476736, rank=1}}",0,"Question{QuestionCommittee{λ=72119531705/34359738368, rank=1}}",0,"Question{QuestionCommittee{λ=4978213105657/4398046511104, rank=1}}",0,"Question{QuestionCommittee{λ=1176819263481/549755813888, rank=1}}",0,"Question{QuestionCommittee{λ=4614311/4194304, rank=1}}",0,"Question{QuestionCommittee{λ=18337666202337273/18014398509481984, rank=1}}",0,"Question{QuestionCommittee{λ=4356753921/2147483648, rank=1}}",0,"Question{QuestionCommittee{λ=72461583187961/70368744177664, rank=1}}",0,"Question{QuestionCommittee{λ=18889535737/17179869184, rank=1}}",0,"Question{QuestionCommittee{λ=139927/131072, rank=1}}",0,"Question{QuestionCommittee{λ=2578517139/2147483648, rank=1}}"
143,0,"Question{QuestionCommittee{λ=3797815499/2147483648, rank=1}}",0,"Question{QuestionCommittee{λ=9991433482141689/9007199254740992, rank=1}}",0,"Question{QuestionCommittee{λ=6007450341369/4398046511104, rank=1}}",0,"Question{QuestionCommittee{λ=605448235909113/562949953421312, rank=1}}",0,"Question{QuestionCommittee{λ=644788913700857/562949953421312, rank=1}}",0,"Question{QuestionCommittee{λ=63015/32768, rank=1}}",0,"Question{QuestionCommittee{λ=69237921/67108864, rank=1}}",0,"Question{QuestionCommittee{λ=4354555/4194304, rank=1}}",0,"Question{QuestionCommittee{λ=297947034288121/281474976710656, rank=1}}",0,"Question{QuestionCommittee{λ=5248123829/4294967296, rank=1}}",0,"Question{QuestionCommittee{λ=181044329593/68719476736, rank=1}}",0,"Question{QuestionCommittee{λ=640062817566713/562949953421312, rank=1}}",0,"Question{QuestionCommittee{λ=43329628633/34359738368, rank=1}}",0,"Question{QuestionCommittee{λ=1111152051193/1099511627776, rank=1}}",0,"Question{QuestionCommittee{λ=149929169273/137438953472, rank=1}}",0,"Question{QuestionCommittee{λ=144239063417/68719476736, rank=1}}",0,"Question{QuestionCommittee{λ=9956426211321/8796093022208, rank=1}}",0,"Question{QuestionCommittee{λ=2353638526969/1099511627776, rank=1}}",0,"Question{QuestionCommittee{λ=9228615/8388608, rank=1}}",0,"Question{QuestionCommittee{λ=36675332404674553/36028797018963968, rank=1}}",0,"Question{QuestionCommittee{λ=8713507849/4294967296, rank=1}}",0,"Question{QuestionCommittee{λ=144923166375929/140737488355328, rank=1}}",0,"Question{QuestionCommittee{λ=37779071481/34359738368, rank=1}}",0,"Question{QuestionCommittee{λ=279847/262144, rank=1}}",0,"Question{QuestionCommittee{λ=5157034285/4294967296, rank=1}}"
144,0,"Question{QuestionCommittee{λ=7595631005/4294967296, rank=1}}",0,"Question{QuestionCommittee{λ=19982866964283385/18014398509481984, rank=1}}",0,"Question{QuestionCommittee{λ=12014900682745/8796093022208, rank=1}}",0,"Question{QuestionCommittee{λ=1210896471818233/1125899906842624, rank=1}}",0,"Question{QuestionCommittee{λ=1289577827401721/1125899906842624, rank=1}}",0,"Question{QuestionCommittee{λ=126037/65536, rank=1}}",0,"Question{QuestionCommittee{λ=138475849/134217728, rank=1}}",0,"Question{QuestionCommittee{λ=8709103/8388608, rank=1}}",0,"Question{QuestionCommittee{λ=595894068576249/562949953421312, rank=1}}",0,"Question{QuestionCommittee{λ=10496247665/8589934592, rank=1}}",0,"Question{QuestionCommittee{λ=362088659193/137438953472, rank=1}}",0,"Question{QuestionCommittee{λ=1280125635133433/1125899906842624, rank=1}}",0,"Question{QuestionCommittee{λ=86659257273/68719476736, rank=1}}",0,"Question{QuestionCommittee{λ=2222304102393/2199023255552, rank=1}}",0,"Question{QuestionCommittee{λ=299858338553/274877906944, rank=1}}",0,"Question{QuestionCommittee{λ=288478126841/137438953472, rank=1}}",0,"Question{QuestionCommittee{λ=19912852422649/17592186044416, rank=1}}",0,"Question{QuestionCommittee{λ=4707277053945/2199023255552, rank=1}}",0,"Question{QuestionCommittee{λ=18457237/16777216, rank=1}}",0,"Question{QuestionCommittee{λ=73350664809349113/72057594037927936, rank=1}}",0,"Question{QuestionCommittee{λ=17427015705/8589934592, rank=1}}",0,"Question{QuestionCommittee{λ=289846332751865/281474976710656, rank=1}}",0,"Question{QuestionCommittee{λ=75558142969/68719476736, rank=1}}",0,"Question{QuestionCommittee{λ=559701/524288, rank=1}}",0,"Question{QuestionCommittee{λ=10314068577/8589934592, rank=1}}"
145,0,"Question{QuestionCommittee{λ=15191262017/8589934592, rank=1}}",0,"Question{QuestionCommittee{λ=39965733928566777/36028797018963968, rank=1}}",0,"Question{QuestionCommittee{λ=24029801365497/17592186044416, rank=1}}",0,"Question{QuestionCommittee{λ=2421792943636473/2251799813685248, rank=1}}",0,"Question{QuestionCommittee{λ=2579155654803449/2251799813685248, rank=1}}",0,"Question{QuestionCommittee{λ=252081/131072, rank=1}}",0,"Question{QuestionCommittee{λ=276951691/268435456, rank=1}}",0,"Question{QuestionCommittee{λ=17418213/16777216, rank=1}}",0,"Question{QuestionCommittee{λ=1191788137152505/1125899906842624, rank=1}}",0,"Question{QuestionCommittee{λ=20992495337/17179869184, rank=1}}",0,"Question{QuestionCommittee{λ=724177318393/274877906944, rank=1}}",0,"Question{QuestionCommittee{λ=2560251270266873/2251799813685248, rank=1}}",0,"Question{QuestionCommittee{λ=173318514553/137438953472, rank=1}}",0,"Question{QuestionCommittee{λ=4444608204793/4398046511104, rank=1}}",0,"Question{QuestionCommittee{λ=599716677113/549755813888, rank=1}}",0,"Question{QuestionCommittee{λ=576956253689/274877906944, rank=1}}",0,"Question{QuestionCommittee{λ=39825704845305/35184372088832, rank=1}}",0,"Question{QuestionCommittee{λ=9414554107897/4398046511104, rank=1}}",0,"Question{QuestionCommittee{λ=36914467/33554432, rank=1}}",0,"Question{QuestionCommittee{λ=146701329618698233/144115188075855872, rank=1}}",0,"Question{QuestionCommittee{λ=34854031417/17179869184, rank=1}}",0,"Question{QuestionCommittee{λ=579692665503737/562949953421312, rank=1}}",0,"Question{QuestionCommittee{λ=151116285945/137438953472, rank=1}}",0,"Question{QuestionCommittee{λ=1119409/1048576, rank=1}}",0,"Question{QuestionCommittee{λ=20628137161/17179869184, rank=1}}"
146,0,"Question{QuestionCommittee{λ=30382524041/17179869184, rank=1}}",0,"Question{QuestionCommittee{λ=79931467857133561/72057594037927936, rank=1}}",0,"Question{QuestionCommittee{λ=48059602731001/35184372088832, rank=1}}",0,"Question{QuestionCommittee{λ=4843585887272953/4503599627370496, rank=1}}",0,"Question{QuestionCommittee{λ=5158311309606905/4503599627370496, rank=1}}",0,"Question{QuestionCommittee{λ=504155/262144, rank=1}}",0,"Question{QuestionCommittee{λ=553903389/536870912, rank=1}}",0,"Question{QuestionCommittee{λ=34836433/33554432, rank=1}}",0,"Question{QuestionCommittee{λ=2383576274305017/2251799813685248, rank=1}}",0,"Question{QuestionCommittee{λ=41984990681/34359738368, rank=1}}",0,"Question{QuestionCommittee{λ=1448354636793/549755813888, rank=1}}",0,"Question{QuestionCommittee{λ=5120502540533753/4503599627370496, rank=1}}",0,"Question{QuestionCommittee{λ=346637029113/274877906944, rank=1}}",0,"Question{QuestionCommittee{λ=8889216409593/8796093022208, rank=1}}",0,"Question{QuestionCommittee{λ=1199433354233/1099511627776, rank=1}}",0,"Question{QuestionCommittee{λ=1153912507385/549755813888, rank=1}}",0,"Question{QuestionCommittee{λ=79651409690617/70368744177664, rank=1}}",0,"Question{QuestionCommittee{λ=18829108215801/8796093022208, rank=1}}",0,"Question{QuestionCommittee{λ=73828941/67108864, rank=1}}",0,"Question{QuestionCommittee{λ=293402659237396473/288230376151711744, rank=1}}",0,"Question{QuestionCommittee{λ=69708062841/34359738368, rank=1}}",0,"Question{QuestionCommittee{λ=1159385331007481/1125899906842624, rank=1}}",0,"Question{QuestionCommittee{λ=302232571897/274877906944, rank=1}}",0,"Question{QuestionCommittee{λ=2238825/2097152, rank=1}}",0,"Question{QuestionCommittee{λ=41256274329/34359738368, rank=1}}"
147,0,"Question{QuestionCommittee{λ=60765048089/34359738368, rank=1}}",0,"Question{QuestionCommittee{λ=159862935714267129/144115188075855872, rank=1}}",0,"Question{QuestionCommittee{λ=96119205462009/70368744177664, rank=1}}",0,"Question{QuestionCommittee{λ=9687171774545913/9007199254740992, rank=1}}",0,"Question{QuestionCommittee{λ=10316622619213817/9007199254740992, rank=1}}",0,"Question{QuestionCommittee{λ=1008303/524288, rank=1}}",0,"Question{QuestionCommittee{λ=1107806785/1073741824, rank=1}}",0,"Question{QuestionCommittee{λ=69672859/67108864, rank=1}}",0,"Question{QuestionCommittee{λ=4767152548610041/4503599627370496, rank=1}}",0,"Question{QuestionCommittee{λ=83969981369/68719476736, rank=1}}",0,"Question{QuestionCommittee{λ=2896709273593/1099511627776, rank=1}}",0,"Question{QuestionCommittee{λ=10241005081067513/9007199254740992, rank=1}}",0,"Question{QuestionCommittee{λ=693274058233/549755813888, rank=1}}",0,"Question{QuestionCommittee{λ=17778432819193/17592186044416, rank=1}}",0,"Question{QuestionCommittee{λ=2398866708473/2199023255552, rank=1}}",0,"Question{QuestionCommittee{λ=2307825014777/1099511627776, rank=1}}",0,"Question{QuestionCommittee{λ=159302819381241/140737488355328, rank=1}}",0,"Question{QuestionCommittee{λ=37658216431609/17592186044416, rank=1}}",0,"Question{QuestionCommittee{λ=147657875/134217728, rank=1}}",0,"Question{QuestionCommittee{λ=586805318474792953/576460752303423488, rank=1}}",0,"Question{QuestionCommittee{λ=139416125689/68719476736, rank=1}}",0,"Question{QuestionCommittee{λ=2318770662014969/2251799813685248, rank=1}}",0,"Question{QuestionCommittee{λ=604465143801/549755813888, rank=1}}",0,"Question{QuestionCommittee{λ=4477657/4194304, rank=1}}",0,"Question{QuestionCommittee{λ=82512548665/68719476736, rank=1}}"
148,0,"Question{QuestionCommittee{λ=121530096185/68719476736, rank=1}}",0,"Question{QuestionCommittee{λ=319725871428534265/288230376151711744, rank=1}}",0,"Question{QuestionCommittee{λ=192238410924025/140737488355328, rank=1}}",0,"Question{QuestionCommittee{λ=19374343549091833/18014398509481984, rank=1}}",0,"Question{QuestionCommittee{λ=20633245238427641/18014398509481984, rank=1}}",0,"Question{QuestionCommittee{λ=2016613/1048576, rank=1}}",0,"Question{QuestionCommittee{λ=2215613577/2147483648, rank=1}}",0,"Question{QuestionCommittee{λ=139345711/134217728, rank=1}}",0,"Question{QuestionCommittee{λ=9534305097220089/9007199254740992, rank=1}}",0,"Question{QuestionCommittee{λ=167939962745/137438953472, rank=1}}",0,"Question{QuestionCommittee{λ=5793418547193/2199023255552, rank=1}}",0,"Question{QuestionCommittee{λ=20482010162135033/18014398509481984, rank=1}}",0,"Question{QuestionCommittee{λ=1386548116473/1099511627776, rank=1}}",0,"Question{QuestionCommittee{λ=35556865638393/35184372088832, rank=1}}",0,"Question{QuestionCommittee{λ=4797733416953/4398046511104, rank=1}}",0,"Question{QuestionCommittee{λ=4615650029561/2199023255552, rank=1}}",0,"Question{QuestionCommittee{λ=318605638762489/281474976710656, rank=1}}",0,"Question{QuestionCommittee{λ=75316432863225/35184372088832, rank=1}}",0,"Question{QuestionCommittee{λ=295315743/268435456, rank=1}}",0,"Question{QuestionCommittee{λ=1173610636949585913/1152921504606846976, rank=1}}",0,"Question{QuestionCommittee{λ=278832251385/137438953472, rank=1}}",0,"Question{QuestionCommittee{λ=4637541324029945/4503599627370496, rank=1}}",0,"Question{QuestionCommittee{λ=1208930287609/1099511627776, rank=1}}",0,"Question{QuestionCommittee{λ=8955321/8388608, rank=1}}",0,"Question{QuestionCommittee{λ=165025097337/137438953472, rank=1}}"
149,0,"Question{QuestionCommittee{λ=243060192377/137438953472, rank=1}}",0,"Question{QuestionCommittee{λ=639451742857068537/576460752303423488, rank=1}}",0,"Question{QuestionCommittee{λ=384476821848057/281474976710656, rank=1}}",0,"Question{QuestionCommittee{λ=38748687098183673/36028797018963968, rank=1}}",0,"Question{QuestionCommittee{λ=41266490476855289/36028797018963968, rank=1}}",0,"Question{QuestionCommittee{λ=4033219/2097152, rank=1}}",0,"Question{QuestionCommittee{λ=4431227161/4294967296, rank=1}}",0,"Question{QuestionCommittee{λ=278691415/268435456, rank=1}}",0,"Question{QuestionCommittee{λ=19068610194440185/18014398509481984, rank=1}}",0,"Question{QuestionCommittee{λ=335879925497/274877906944, rank=1}}",0,"Question{QuestionCommittee{λ=11586837094393/4398046511104, rank=1}}",0,"Question{QuestionCommittee{λ=40964020324270073/36028797018963968, rank=1}}",0,"Question{QuestionCommittee{λ=2773096232953/2199023255552, rank=1}}",0,"Question{QuestionCommittee{λ=71113731276793/70368744177664, rank=1}}",0,"Question{QuestionCommittee{λ=9595466833913/8796093022208, rank=1}}",0,"Question{QuestionCommittee{λ=9231300059129/4398046511104, rank=1}}",0,"Question{QuestionCommittee{λ=637211277524985/562949953421312, rank=1}}",0,"Question{QuestionCommittee{λ=150632865726457/70368744177664, rank=1}}",0,"Question{QuestionCommittee{λ=590631493/536870912, rank=1}}",0,"Question{QuestionCommittee{λ=2347221273899171833/2305843009213693952, rank=1}}",0,"Question{QuestionCommittee{λ=557664502777/274877906944, rank=1}}",0,"Question{QuestionCommittee{λ=9275082648059897/9007199254740992, rank=1}}",0,"Question{QuestionCommittee{λ=2417860575225/2199023255552, rank=1}}",0,"Question{QuestionCommittee{λ=17910649/16777216, rank=1}}",0,"Question{QuestionCommittee{λ=330050194681/274877906944, rank=1}}"
150,0,"Question{QuestionCommittee{λ=486120384761/274877906944, rank=1}}",0,"Question{QuestionCommittee{λ=1278903485714137081/1152921504606846976, rank=1}}",0,"Question{QuestionCommittee{λ=768953643696121/562949953421312, rank=1}}",0,"Question{QuestionCommittee{λ=77497374196367353/72057594037927936, rank=1}}",0,"Question{QuestionCommittee{λ=82532980953710585/72057594037927936, rank=1}}",0,"Question{QuestionCommittee{λ=8066445/4194304, rank=1}}",0,"Question{QuestionCommittee{λ=8862454329/8589934592, rank=1}}",0,"Question{QuestionCommittee{λ=557382837/536870912, rank=1}}",0,"Question{QuestionCommittee{λ=38137220388880377/36028797018963968, rank=1}}",0,"Question{QuestionCommittee{λ=671759851001/549755813888, rank=1}}",0,"Question{QuestionCommittee{λ=23173674188793/8796093022208, rank=1}}",0,"Question{QuestionCommittee{λ=81928040648540153/72057594037927936, rank=1}}",0,"Question{QuestionCommittee{λ=5546192465913/4398046511104, rank=1}}",0,"Question{QuestionCommittee{λ=142227462553593/140737488355328, rank=1}}",0,"Question{QuestionCommittee{λ=19190933667833/17592186044416, rank=1}}",0,"Question{QuestionCommittee{λ=18462600118265/8796093022208, rank=1}}",0,"Question{QuestionCommittee{λ=1274422555049977/1125899906842624, rank=1}}",0,"Question{QuestionCommittee{λ=301265731452921/140737488355328, rank=1}}",0,"Question{QuestionCommittee{λ=1181262993/1073741824, rank=1}}",0,"Question{QuestionCommittee{λ=4694442547798343673/4611686018427387904, rank=1}}",0,"Question{QuestionCommittee{λ=1115329005561/549755813888, rank=1}}",0,"Question{QuestionCommittee{λ=18550165296119801/18014398509481984, rank=1}}",0,"Question{QuestionCommittee{λ=4835721150457/4398046511104, rank=1}}",0,"Question{QuestionCommittee{λ=35821305/33554432, rank=1}}",0,"Question{QuestionCommittee{λ=660100389369/549755813888, rank=1}}"
151,0,"Question{QuestionCommittee{λ=972240769529/549755813888, rank=1}}",0,"Question{QuestionCommittee{λ=2557806971428274169/2305843009213693952, rank=1}}",0,"Question{QuestionCommittee{λ=1537907287392249/1125899906842624, rank=1}}",0,"Question{QuestionCommittee{λ=154994748392734713/144115188075855872, rank=1}}",0,"Question{QuestionCommittee{λ=165065961907421177/144115188075855872, rank=1}}",0,"Question{QuestionCommittee{λ=16132897/8388608, rank=1}}",0,"Question{QuestionCommittee{λ=17724908665/17179869184, rank=1}}",0,"Question{QuestionCommittee{λ=1114765681/1073741824, rank=1}}",0,"Question{QuestionCommittee{λ=76274440777760761/72057594037927936, rank=1}}",0,"Question{QuestionCommittee{λ=1343519702009/1099511627776, rank=1}}",0,"Question{QuestionCommittee{λ=46347348377593/17592186044416, rank=1}}",0,"Question{QuestionCommittee{λ=163856081297080313/144115188075855872, rank=1}}",0,"Question{QuestionCommittee{λ=11092384931833/8796093022208, rank=1}}",0,"Question{QuestionCommittee{λ=284454925107193/281474976710656, rank=1}}",0,"Question{QuestionCommittee{λ=38381867335673/35184372088832, rank=1}}",0,"Question{QuestionCommittee{λ=36925200236537/17592186044416, rank=1}}",0,"Question{QuestionCommittee{λ=2548845110099961/2251799813685248, rank=1}}",0,"Question{QuestionCommittee{λ=602531462905849/281474976710656, rank=1}}",0,"Question{QuestionCommittee{λ=2362525993/2147483648, rank=1}}",0,"Question{QuestionCommittee{λ=9388885095596687353/9223372036854775808, rank=1}}",0,"Question{QuestionCommittee{λ=2230658011129/1099511627776, rank=1}}",0,"Question{QuestionCommittee{λ=37100330592239609/36028797018963968, rank=1}}",0,"Question{QuestionCommittee{λ=9671442300921/8796093022208, rank=1}}",0,"Question{QuestionCommittee{λ=71642603/67108864, rank=1}}",0,"Question{QuestionCommittee{λ=1320200778745/1099511627776, rank=1}}"
