i,qV(1)/qC(0),Run 1 of 25,qV(1)/qC(0),Run 2 of 25,qV(1)/qC(0),Run 3 of 25,qV(1)/qC(0),Run 4 of 25,qV(1)/qC(0),Run 5 of 25,qV(1)/qC(0),Run 6 of 25,qV(1)/qC(0),Run 7 of 25,qV(1)/qC(0),Run 8 of 25,qV(1)/qC(0),Run 9 of 25,qV(1)/qC(0),Run 10 of 25,qV(1)/qC(0),Run 11 of 25,qV(1)/qC(0),Run 12 of 25,qV(1)/qC(0),Run 13 of 25,qV(1)/qC(0),Run 14 of 25,qV(1)/qC(0),Run 15 of 25,qV(1)/qC(0),Run 16 of 25,qV(1)/qC(0),Run 17 of 25,qV(1)/qC(0),Run 18 of 25,qV(1)/qC(0),Run 19 of 25,qV(1)/qC(0),Run 20 of 25,qV(1)/qC(0),Run 21 of 25,qV(1)/qC(0),Run 22 of 25,qV(1)/qC(0),Run 23 of 25,qV(1)/qC(0),Run 24 of 25,qV(1)/qC(0),Run 25 of 25
247,0,"Question{QuestionCommittee{λ=8225773732397900398025383084013/5070602400912917605986812821504, rank=1}}",0,"Question{QuestionCommittee{λ=83588513994055313351458704859332589/41538374868278621028243970633760768, rank=1}}",0,"Question{QuestionCommittee{λ=2913403047661049974644151418861/2535301200456458802993406410752, rank=1}}",0,"Question{QuestionCommittee{λ=21096309410305855982092014321645/20282409603651670423947251286016, rank=1}}",0,"Question{QuestionCommittee{λ=43059370578474071400938662264813/40564819207303340847894502572032, rank=1}}",0,"Question{QuestionCommittee{λ=185545801812613128124694674800621/162259276829213363391578010288128, rank=1}}",0,"Question{QuestionCommittee{λ=54651513328149325967192489965/39614081257132168796771975168, rank=1}}",0,"Question{QuestionCommittee{λ=24076704547670075305677191712341997/10384593717069655257060992658440192, rank=1}}",0,"Question{QuestionCommittee{λ=943439726286712969755075559363291643885/680564733841876926926749214863536422912, rank=1}}",0,"Question{QuestionCommittee{λ=335824308462248947785811650762768365/332306998946228968225951765070086144, rank=1}}",0,"Question{QuestionCommittee{λ=24444945596091012557044441176604653/20769187434139310514121985316880384, rank=1}}",0,"Question{QuestionCommittee{λ=95035497156207361612404752365/79228162514264337593543950336, rank=1}}",0,"Question{QuestionCommittee{λ=65000118017216215733271751819245/40564819207303340847894502572032, rank=1}}",0,"Question{QuestionCommittee{λ=3704181493967347872376796741613/2535301200456458802993406410752, rank=1}}",0,"Question{QuestionCommittee{λ=11416816246276072845005002800889837/10384593717069655257060992658440192, rank=1}}",0,"Question{QuestionCommittee{λ=3147916062348261735309120634861/2535301200456458802993406410752, rank=1}}",0,"Question{QuestionCommittee{λ=378472186725641493361815950721005/324518553658426726783156020576256, rank=1}}",0,"Question{QuestionCommittee{λ=20425877666368616926626332016621/20282409603651670423947251286016, rank=1}}",0,"Question{QuestionCommittee{λ=172196020795647390001053827053/158456325028528675187087900672, rank=1}}",0,"Question{QuestionCommittee{λ=1348998437078444883736398921709/1267650600228229401496703205376, rank=1}}",0,"Question{QuestionCommittee{λ=709252026820672146882390524952557/649037107316853453566312041152512, rank=1}}",0,"Question{QuestionCommittee{λ=71008751877915382104526019362797/40564819207303340847894502572032, rank=1}}",0,"Question{QuestionCommittee{λ=1912765256950014656985360760813/1267650600228229401496703205376, rank=1}}",0,"Question{QuestionCommittee{λ=16716949290705890484311395647832981485/10633823966279326983230456482242756608, rank=1}}",0,"Question{QuestionCommittee{λ=35282343566737136693519548623450275821/21267647932558653966460912964485513216, rank=1}}"
248,0,"Question{QuestionCommittee{λ=16451547464795800796050766168045/10141204801825835211973625643008, rank=1}}",0,"Question{QuestionCommittee{λ=167177027988110626702917409718665197/83076749736557242056487941267521536, rank=1}}",0,"Question{QuestionCommittee{λ=5826806095322099949288302837741/5070602400912917605986812821504, rank=1}}",0,"Question{QuestionCommittee{λ=42192618820611711964184028643309/40564819207303340847894502572032, rank=1}}",0,"Question{QuestionCommittee{λ=86118741156948142801877324529645/81129638414606681695789005144064, rank=1}}",0,"Question{QuestionCommittee{λ=371091603625226256249389349601261/324518553658426726783156020576256, rank=1}}",0,"Question{QuestionCommittee{λ=109303026656298651934384979949/79228162514264337593543950336, rank=1}}",0,"Question{QuestionCommittee{λ=48153409095340150611354383424684013/20769187434139310514121985316880384, rank=1}}",0,"Question{QuestionCommittee{λ=1886879452573425939510151118726583287789/1361129467683753853853498429727072845824, rank=1}}",0,"Question{QuestionCommittee{λ=671648616924497895571623301525536749/664613997892457936451903530140172288, rank=1}}",0,"Question{QuestionCommittee{λ=48889891192182025114088882353209325/41538374868278621028243970633760768, rank=1}}",0,"Question{QuestionCommittee{λ=190070994312414723224809504749/158456325028528675187087900672, rank=1}}",0,"Question{QuestionCommittee{λ=130000236034432431466543503638509/81129638414606681695789005144064, rank=1}}",0,"Question{QuestionCommittee{λ=7408362987934695744753593483245/5070602400912917605986812821504, rank=1}}",0,"Question{QuestionCommittee{λ=22833632492552145690010005601779693/20769187434139310514121985316880384, rank=1}}",0,"Question{QuestionCommittee{λ=6295832124696523470618241269741/5070602400912917605986812821504, rank=1}}",0,"Question{QuestionCommittee{λ=756944373451282986723631901442029/649037107316853453566312041152512, rank=1}}",0,"Question{QuestionCommittee{λ=40851755332737233853252664033261/40564819207303340847894502572032, rank=1}}",0,"Question{QuestionCommittee{λ=344392041591294780002107654125/316912650057057350374175801344, rank=1}}",0,"Question{QuestionCommittee{λ=2697996874156889767472797843437/2535301200456458802993406410752, rank=1}}",0,"Question{QuestionCommittee{λ=1418504053641344293764781049905133/1298074214633706907132624082305024, rank=1}}",0,"Question{QuestionCommittee{λ=142017503755830764209052038725613/81129638414606681695789005144064, rank=1}}",0,"Question{QuestionCommittee{λ=3825530513900029313970721521645/2535301200456458802993406410752, rank=1}}",0,"Question{QuestionCommittee{λ=33433898581411780968622791295665962989/21267647932558653966460912964485513216, rank=1}}",0,"Question{QuestionCommittee{λ=70564687133474273387039097246900551661/42535295865117307932921825928971026432, rank=1}}"
249,0,"Question{QuestionCommittee{λ=32903094929591601592101532336109/20282409603651670423947251286016, rank=1}}",0,"Question{QuestionCommittee{λ=334354055976221253405834819437330413/166153499473114484112975882535043072, rank=1}}",0,"Question{QuestionCommittee{λ=11653612190644199898576605675501/10141204801825835211973625643008, rank=1}}",0,"Question{QuestionCommittee{λ=84385237641223423928368057286637/81129638414606681695789005144064, rank=1}}",0,"Question{QuestionCommittee{λ=172237482313896285603754649059309/162259276829213363391578010288128, rank=1}}",0,"Question{QuestionCommittee{λ=742183207250452512498778699202541/649037107316853453566312041152512, rank=1}}",0,"Question{QuestionCommittee{λ=218606053312597303868769959917/158456325028528675187087900672, rank=1}}",0,"Question{QuestionCommittee{λ=96306818190680301222708766849368045/41538374868278621028243970633760768, rank=1}}",0,"Question{QuestionCommittee{λ=3773758905146851879020302237453166575597/2722258935367507707706996859454145691648, rank=1}}",0,"Question{QuestionCommittee{λ=1343297233848995791143246603051073517/1329227995784915872903807060280344576, rank=1}}",0,"Question{QuestionCommittee{λ=97779782384364050228177764706418669/83076749736557242056487941267521536, rank=1}}",0,"Question{QuestionCommittee{λ=380141988624829446449619009517/316912650057057350374175801344, rank=1}}",0,"Question{QuestionCommittee{λ=260000472068864862933087007277037/162259276829213363391578010288128, rank=1}}",0,"Question{QuestionCommittee{λ=14816725975869391489507186966509/10141204801825835211973625643008, rank=1}}",0,"Question{QuestionCommittee{λ=45667264985104291380020011203559405/41538374868278621028243970633760768, rank=1}}",0,"Question{QuestionCommittee{λ=12591664249393046941236482539501/10141204801825835211973625643008, rank=1}}",0,"Question{QuestionCommittee{λ=1513888746902565973447263802884077/1298074214633706907132624082305024, rank=1}}",0,"Question{QuestionCommittee{λ=81703510665474467706505328066541/81129638414606681695789005144064, rank=1}}",0,"Question{QuestionCommittee{λ=688784083182589560004215308269/633825300114114700748351602688, rank=1}}",0,"Question{QuestionCommittee{λ=5395993748313779534945595686893/5070602400912917605986812821504, rank=1}}",0,"Question{QuestionCommittee{λ=2837008107282688587529562099810285/2596148429267413814265248164610048, rank=1}}",0,"Question{QuestionCommittee{λ=284035007511661528418104077451245/162259276829213363391578010288128, rank=1}}",0,"Question{QuestionCommittee{λ=7651061027800058627941443043309/5070602400912917605986812821504, rank=1}}",0,"Question{QuestionCommittee{λ=66867797162823561937245582591331925997/42535295865117307932921825928971026432, rank=1}}",0,"Question{QuestionCommittee{λ=141129374266948546774078194493801103341/85070591730234615865843651857942052864, rank=1}}"
250,0,"Question{QuestionCommittee{λ=65806189859183203184203064672237/40564819207303340847894502572032, rank=1}}",0,"Question{QuestionCommittee{λ=668708111952442506811669638874660845/332306998946228968225951765070086144, rank=1}}",0,"Question{QuestionCommittee{λ=23307224381288399797153211351021/20282409603651670423947251286016, rank=1}}",0,"Question{QuestionCommittee{λ=168770475282446847856736114573293/162259276829213363391578010288128, rank=1}}",0,"Question{QuestionCommittee{λ=344474964627792571207509298118637/324518553658426726783156020576256, rank=1}}",0,"Question{QuestionCommittee{λ=1484366414500905024997557398405101/1298074214633706907132624082305024, rank=1}}",0,"Question{QuestionCommittee{λ=437212106625194607737539919853/316912650057057350374175801344, rank=1}}",0,"Question{QuestionCommittee{λ=192613636381360602445417533698736109/83076749736557242056487941267521536, rank=1}}",0,"Question{QuestionCommittee{λ=7547517810293703758040604474906333151213/5444517870735015415413993718908291383296, rank=1}}",0,"Question{QuestionCommittee{λ=2686594467697991582286493206102147053/2658455991569831745807614120560689152, rank=1}}",0,"Question{QuestionCommittee{λ=195559564768728100456355529412837357/166153499473114484112975882535043072, rank=1}}",0,"Question{QuestionCommittee{λ=760283977249658892899238019053/633825300114114700748351602688, rank=1}}",0,"Question{QuestionCommittee{λ=520000944137729725866174014554093/324518553658426726783156020576256, rank=1}}",0,"Question{QuestionCommittee{λ=29633451951738782979014373933037/20282409603651670423947251286016, rank=1}}",0,"Question{QuestionCommittee{λ=91334529970208582760040022407118829/83076749736557242056487941267521536, rank=1}}",0,"Question{QuestionCommittee{λ=25183328498786093882472965079021/20282409603651670423947251286016, rank=1}}",0,"Question{QuestionCommittee{λ=3027777493805131946894527605768173/2596148429267413814265248164610048, rank=1}}",0,"Question{QuestionCommittee{λ=163407021330948935413010656133101/162259276829213363391578010288128, rank=1}}",0,"Question{QuestionCommittee{λ=1377568166365179120008430616557/1267650600228229401496703205376, rank=1}}",0,"Question{QuestionCommittee{λ=10791987496627559069891191373805/10141204801825835211973625643008, rank=1}}",0,"Question{QuestionCommittee{λ=5674016214565377175059124199620589/5192296858534827628530496329220096, rank=1}}",0,"Question{QuestionCommittee{λ=568070015023323056836208154902509/324518553658426726783156020576256, rank=1}}",0,"Question{QuestionCommittee{λ=15302122055600117255882886086637/10141204801825835211973625643008, rank=1}}",0,"Question{QuestionCommittee{λ=133735594325647123874491165182663852013/85070591730234615865843651857942052864, rank=1}}",0,"Question{QuestionCommittee{λ=282258748533897093548156388987602206701/170141183460469231731687303715884105728, rank=1}}"
251,0,"Question{QuestionCommittee{λ=131612379718366406368406129344493/81129638414606681695789005144064, rank=1}}",0,"Question{QuestionCommittee{λ=1337416223904885013623339277749321709/664613997892457936451903530140172288, rank=1}}",0,"Question{QuestionCommittee{λ=46614448762576799594306422702061/40564819207303340847894502572032, rank=1}}",0,"Question{QuestionCommittee{λ=337540950564893695713472229146605/324518553658426726783156020576256, rank=1}}",0,"Question{QuestionCommittee{λ=688949929255585142415018596237293/649037107316853453566312041152512, rank=1}}",0,"Question{QuestionCommittee{λ=2968732829001810049995114796810221/2596148429267413814265248164610048, rank=1}}",0,"Question{QuestionCommittee{λ=874424213250389215475079839725/633825300114114700748351602688, rank=1}}",0,"Question{QuestionCommittee{λ=385227272762721204890835067397472237/166153499473114484112975882535043072, rank=1}}",0,"Question{QuestionCommittee{λ=15095035620587407516081208949812666302445/10889035741470030830827987437816582766592, rank=1}}",0,"Question{QuestionCommittee{λ=5373188935395983164572986412204294125/5316911983139663491615228241121378304, rank=1}}",0,"Question{QuestionCommittee{λ=391119129537456200912711058825674733/332306998946228968225951765070086144, rank=1}}",0,"Question{QuestionCommittee{λ=1520567954499317785798476038125/1267650600228229401496703205376, rank=1}}",0,"Question{QuestionCommittee{λ=1040001888275459451732348029108205/649037107316853453566312041152512, rank=1}}",0,"Question{QuestionCommittee{λ=59266903903477565958028747866093/40564819207303340847894502572032, rank=1}}",0,"Question{QuestionCommittee{λ=182669059940417165520080044814237677/166153499473114484112975882535043072, rank=1}}",0,"Question{QuestionCommittee{λ=50366656997572187764945930158061/40564819207303340847894502572032, rank=1}}",0,"Question{QuestionCommittee{λ=6055554987610263893789055211536365/5192296858534827628530496329220096, rank=1}}",0,"Question{QuestionCommittee{λ=326814042661897870826021312266221/324518553658426726783156020576256, rank=1}}",0,"Question{QuestionCommittee{λ=2755136332730358240016861233133/2535301200456458802993406410752, rank=1}}",0,"Question{QuestionCommittee{λ=21583974993255118139782382747629/20282409603651670423947251286016, rank=1}}",0,"Question{QuestionCommittee{λ=11348032429130754350118248399241197/10384593717069655257060992658440192, rank=1}}",0,"Question{QuestionCommittee{λ=1136140030046646113672416309805037/649037107316853453566312041152512, rank=1}}",0,"Question{QuestionCommittee{λ=30604244111200234511765772173293/20282409603651670423947251286016, rank=1}}",0,"Question{QuestionCommittee{λ=267471188651294247748982330365327704045/170141183460469231731687303715884105728, rank=1}}",0,"Question{QuestionCommittee{λ=564517497067794187096312777975204413421/340282366920938463463374607431768211456, rank=1}}"
252,0,"Question{QuestionCommittee{λ=263224759436732812736812258689005/162259276829213363391578010288128, rank=1}}",0,"Question{QuestionCommittee{λ=2674832447809770027246678555498643437/1329227995784915872903807060280344576, rank=1}}",0,"Question{QuestionCommittee{λ=93228897525153599188612845404141/81129638414606681695789005144064, rank=1}}",0,"Question{QuestionCommittee{λ=675081901129787391426944458293229/649037107316853453566312041152512, rank=1}}",0,"Question{QuestionCommittee{λ=1377899858511170284830037192474605/1298074214633706907132624082305024, rank=1}}",0,"Question{QuestionCommittee{λ=5937465658003620099990229593620461/5192296858534827628530496329220096, rank=1}}",0,"Question{QuestionCommittee{λ=1748848426500778430950159679469/1267650600228229401496703205376, rank=1}}",0,"Question{QuestionCommittee{λ=770454545525442409781670134794944493/332306998946228968225951765070086144, rank=1}}",0,"Question{QuestionCommittee{λ=30190071241174815032162417899625332604909/21778071482940061661655974875633165533184, rank=1}}",0,"Question{QuestionCommittee{λ=10746377870791966329145972824408588269/10633823966279326983230456482242756608, rank=1}}",0,"Question{QuestionCommittee{λ=782238259074912401825422117651349485/664613997892457936451903530140172288, rank=1}}",0,"Question{QuestionCommittee{λ=3041135908998635571596952076269/2535301200456458802993406410752, rank=1}}",0,"Question{QuestionCommittee{λ=2080003776550918903464696058216429/1298074214633706907132624082305024, rank=1}}",0,"Question{QuestionCommittee{λ=118533807806955131916057495732205/81129638414606681695789005144064, rank=1}}",0,"Question{QuestionCommittee{λ=365338119880834331040160089628475373/332306998946228968225951765070086144, rank=1}}",0,"Question{QuestionCommittee{λ=100733313995144375529891860316141/81129638414606681695789005144064, rank=1}}",0,"Question{QuestionCommittee{λ=12111109975220527787578110423072749/10384593717069655257060992658440192, rank=1}}",0,"Question{QuestionCommittee{λ=653628085323795741652042624532461/649037107316853453566312041152512, rank=1}}",0,"Question{QuestionCommittee{λ=5510272665460716480033722466285/5070602400912917605986812821504, rank=1}}",0,"Question{QuestionCommittee{λ=43167949986510236279564765495277/40564819207303340847894502572032, rank=1}}",0,"Question{QuestionCommittee{λ=22696064858261508700236496798482413/20769187434139310514121985316880384, rank=1}}",0,"Question{QuestionCommittee{λ=2272280060093292227344832619610093/1298074214633706907132624082305024, rank=1}}",0,"Question{QuestionCommittee{λ=61208488222400469023531544346605/40564819207303340847894502572032, rank=1}}",0,"Question{QuestionCommittee{λ=534942377302588495497964660730655408109/340282366920938463463374607431768211456, rank=1}}",0,"Question{QuestionCommittee{λ=1129034994135588374192625555950408826861/680564733841876926926749214863536422912, rank=1}}"
253,0,"Question{QuestionCommittee{λ=526449518873465625473624517378029/324518553658426726783156020576256, rank=1}}",0,"Question{QuestionCommittee{λ=5349664895619540054493357110997286893/2658455991569831745807614120560689152, rank=1}}",0,"Question{QuestionCommittee{λ=186457795050307198377225690808301/162259276829213363391578010288128, rank=1}}",0,"Question{QuestionCommittee{λ=1350163802259574782853888916586477/1298074214633706907132624082305024, rank=1}}",0,"Question{QuestionCommittee{λ=2755799717022340569660074384949229/2596148429267413814265248164610048, rank=1}}",0,"Question{QuestionCommittee{λ=11874931316007240199980459187240941/10384593717069655257060992658440192, rank=1}}",0,"Question{QuestionCommittee{λ=3497696853001556861900319358957/2535301200456458802993406410752, rank=1}}",0,"Question{QuestionCommittee{λ=1540909091050884819563340269589889005/664613997892457936451903530140172288, rank=1}}",0,"Question{QuestionCommittee{λ=60380142482349630064324835799250665209837/43556142965880123323311949751266331066368, rank=1}}",0,"Question{QuestionCommittee{λ=21492755741583932658291945648817176557/21267647932558653966460912964485513216, rank=1}}",0,"Question{QuestionCommittee{λ=1564476518149824803650844235302698989/1329227995784915872903807060280344576, rank=1}}",0,"Question{QuestionCommittee{λ=6082271817997271143193904152557/5070602400912917605986812821504, rank=1}}",0,"Question{QuestionCommittee{λ=4160007553101837806929392116432877/2596148429267413814265248164610048, rank=1}}",0,"Question{QuestionCommittee{λ=237067615613910263832114991464429/162259276829213363391578010288128, rank=1}}",0,"Question{QuestionCommittee{λ=730676239761668662080320179256950765/664613997892457936451903530140172288, rank=1}}",0,"Question{QuestionCommittee{λ=201466627990288751059783720632301/162259276829213363391578010288128, rank=1}}",0,"Question{QuestionCommittee{λ=24222219950441055575156220846145517/20769187434139310514121985316880384, rank=1}}",0,"Question{QuestionCommittee{λ=1307256170647591483304085249064941/1298074214633706907132624082305024, rank=1}}",0,"Question{QuestionCommittee{λ=11020545330921432960067444932589/10141204801825835211973625643008, rank=1}}",0,"Question{QuestionCommittee{λ=86335899973020472559129530990573/81129638414606681695789005144064, rank=1}}",0,"Question{QuestionCommittee{λ=45392129716523017400472993596964845/41538374868278621028243970633760768, rank=1}}",0,"Question{QuestionCommittee{λ=4544560120186584454689665239220205/2596148429267413814265248164610048, rank=1}}",0,"Question{QuestionCommittee{λ=122416976444800938047063088693229/81129638414606681695789005144064, rank=1}}",0,"Question{QuestionCommittee{λ=1069884754605176990995929321461310816237/680564733841876926926749214863536422912, rank=1}}",0,"Question{QuestionCommittee{λ=2258069988271176748385251111900817653741/1361129467683753853853498429727072845824, rank=1}}"
254,0,"Question{QuestionCommittee{λ=1052899037746931250947249034756077/649037107316853453566312041152512, rank=1}}",0,"Question{QuestionCommittee{λ=10699329791239080108986714221994573805/5316911983139663491615228241121378304, rank=1}}",0,"Question{QuestionCommittee{λ=372915590100614396754451381616621/324518553658426726783156020576256, rank=1}}",0,"Question{QuestionCommittee{λ=2700327604519149565707777833172973/2596148429267413814265248164610048, rank=1}}",0,"Question{QuestionCommittee{λ=5511599434044681139320148769898477/5192296858534827628530496329220096, rank=1}}",0,"Question{QuestionCommittee{λ=23749862632014480399960918374481901/20769187434139310514121985316880384, rank=1}}",0,"Question{QuestionCommittee{λ=6995393706003113723800638717933/5070602400912917605986812821504, rank=1}}",0,"Question{QuestionCommittee{λ=3081818182101769639126680539179778029/1329227995784915872903807060280344576, rank=1}}",0,"Question{QuestionCommittee{λ=120760284964699260128649671598501330419693/87112285931760246646623899502532662132736, rank=1}}",0,"Question{QuestionCommittee{λ=42985511483167865316583891297634353133/42535295865117307932921825928971026432, rank=1}}",0,"Question{QuestionCommittee{λ=3128953036299649607301688470605397997/2658455991569831745807614120560689152, rank=1}}",0,"Question{QuestionCommittee{λ=12164543635994542286387808305133/10141204801825835211973625643008, rank=1}}",0,"Question{QuestionCommittee{λ=8320015106203675613858784232865773/5192296858534827628530496329220096, rank=1}}",0,"Question{QuestionCommittee{λ=474135231227820527664229982928877/324518553658426726783156020576256, rank=1}}",0,"Question{QuestionCommittee{λ=1461352479523337324160640358513901549/1329227995784915872903807060280344576, rank=1}}",0,"Question{QuestionCommittee{λ=402933255980577502119567441264621/324518553658426726783156020576256, rank=1}}",0,"Question{QuestionCommittee{λ=48444439900882111150312441692291053/41538374868278621028243970633760768, rank=1}}",0,"Question{QuestionCommittee{λ=2614512341295182966608170498129901/2596148429267413814265248164610048, rank=1}}",0,"Question{QuestionCommittee{λ=22041090661842865920134889865197/20282409603651670423947251286016, rank=1}}",0,"Question{QuestionCommittee{λ=172671799946040945118259061981165/162259276829213363391578010288128, rank=1}}",0,"Question{QuestionCommittee{λ=90784259433046034800945987193929709/83076749736557242056487941267521536, rank=1}}",0,"Question{QuestionCommittee{λ=9089120240373168909379330478440429/5192296858534827628530496329220096, rank=1}}",0,"Question{QuestionCommittee{λ=244833952889601876094126177386477/162259276829213363391578010288128, rank=1}}",0,"Question{QuestionCommittee{λ=2139769509210353981991858642922621632493/1361129467683753853853498429727072845824, rank=1}}",0,"Question{QuestionCommittee{λ=4516139976542353496770502223801635307501/2722258935367507707706996859454145691648, rank=1}}"
255,0,"Question{QuestionCommittee{λ=2105798075493862501894498069512173/1298074214633706907132624082305024, rank=1}}",0,"Question{QuestionCommittee{λ=21398659582478160217973428443989147629/10633823966279326983230456482242756608, rank=1}}",0,"Question{QuestionCommittee{λ=745831180201228793508902763233261/649037107316853453566312041152512, rank=1}}",0,"Question{QuestionCommittee{λ=5400655209038299131415555666345965/5192296858534827628530496329220096, rank=1}}",0,"Question{QuestionCommittee{λ=11023198868089362278640297539796973/10384593717069655257060992658440192, rank=1}}",0,"Question{QuestionCommittee{λ=47499725264028960799921836748963821/41538374868278621028243970633760768, rank=1}}",0,"Question{QuestionCommittee{λ=13990787412006227447601277435885/10141204801825835211973625643008, rank=1}}",0,"Question{QuestionCommittee{λ=6163636364203539278253361078359556077/2658455991569831745807614120560689152, rank=1}}",0,"Question{QuestionCommittee{λ=241520569929398520257299343197002660839405/174224571863520493293247799005065324265472, rank=1}}",0,"Question{QuestionCommittee{λ=85971022966335730633167782595268706285/85070591730234615865843651857942052864, rank=1}}",0,"Question{QuestionCommittee{λ=6257906072599299214603376941210796013/5316911983139663491615228241121378304, rank=1}}",0,"Question{QuestionCommittee{λ=24329087271989084572775616610285/20282409603651670423947251286016, rank=1}}",0,"Question{QuestionCommittee{λ=16640030212407351227717568465731565/10384593717069655257060992658440192, rank=1}}",0,"Question{QuestionCommittee{λ=948270462455641055328459965857773/649037107316853453566312041152512, rank=1}}",0,"Question{QuestionCommittee{λ=2922704959046674648321280717027803117/2658455991569831745807614120560689152, rank=1}}",0,"Question{QuestionCommittee{λ=805866511961155004239134882529261/649037107316853453566312041152512, rank=1}}",0,"Question{QuestionCommittee{λ=96888879801764222300624883384582125/83076749736557242056487941267521536, rank=1}}",0,"Question{QuestionCommittee{λ=5229024682590365933216340996259821/5192296858534827628530496329220096, rank=1}}",0,"Question{QuestionCommittee{λ=44082181323685731840269779730413/40564819207303340847894502572032, rank=1}}",0,"Question{QuestionCommittee{λ=345343599892081890236518123962349/324518553658426726783156020576256, rank=1}}",0,"Question{QuestionCommittee{λ=181568518866092069601891974387859437/166153499473114484112975882535043072, rank=1}}",0,"Question{QuestionCommittee{λ=18178240480746337818758660956880877/10384593717069655257060992658440192, rank=1}}",0,"Question{QuestionCommittee{λ=489667905779203752188252354772973/324518553658426726783156020576256, rank=1}}",0,"Question{QuestionCommittee{λ=4279539018420707963983717285845243265005/2722258935367507707706996859454145691648, rank=1}}",0,"Question{QuestionCommittee{λ=9032279953084706993541004447603270615021/5444517870735015415413993718908291383296, rank=1}}"
256,0,"Question{QuestionCommittee{λ=4211596150987725003788996139024365/2596148429267413814265248164610048, rank=1}}",0,"Question{QuestionCommittee{λ=42797319164956320435946856887978295277/21267647932558653966460912964485513216, rank=1}}",0,"Question{QuestionCommittee{λ=1491662360402457587017805526466541/1298074214633706907132624082305024, rank=1}}",0,"Question{QuestionCommittee{λ=10801310418076598262831111332691949/10384593717069655257060992658440192, rank=1}}",0,"Question{QuestionCommittee{λ=22046397736178724557280595079593965/20769187434139310514121985316880384, rank=1}}",0,"Question{QuestionCommittee{λ=94999450528057921599843673497927661/83076749736557242056487941267521536, rank=1}}",0,"Question{QuestionCommittee{λ=27981574824012454895202554871789/20282409603651670423947251286016, rank=1}}",0,"Question{QuestionCommittee{λ=12327272728407078556506722156719112173/5316911983139663491615228241121378304, rank=1}}",0,"Question{QuestionCommittee{λ=483041139858797040514598686394005321678829/348449143727040986586495598010130648530944, rank=1}}",0,"Question{QuestionCommittee{λ=171942045932671461266335565190537412589/170141183460469231731687303715884105728, rank=1}}",0,"Question{QuestionCommittee{λ=12515812145198598429206753882421592045/10633823966279326983230456482242756608, rank=1}}",0,"Question{QuestionCommittee{λ=48658174543978169145551233220589/40564819207303340847894502572032, rank=1}}",0,"Question{QuestionCommittee{λ=33280060424814702455435136931463149/20769187434139310514121985316880384, rank=1}}",0,"Question{QuestionCommittee{λ=1896540924911282110656919931715565/1298074214633706907132624082305024, rank=1}}",0,"Question{QuestionCommittee{λ=5845409918093349296642561434055606253/5316911983139663491615228241121378304, rank=1}}",0,"Question{QuestionCommittee{λ=1611733023922310008478269765058541/1298074214633706907132624082305024, rank=1}}",0,"Question{QuestionCommittee{λ=193777759603528444601249766769164269/166153499473114484112975882535043072, rank=1}}",0,"Question{QuestionCommittee{λ=10458049365180731866432681992519661/10384593717069655257060992658440192, rank=1}}",0,"Question{QuestionCommittee{λ=88164362647371463680539559460845/81129638414606681695789005144064, rank=1}}",0,"Question{QuestionCommittee{λ=690687199784163780473036247924717/649037107316853453566312041152512, rank=1}}",0,"Question{QuestionCommittee{λ=363137037732184139203783948775718893/332306998946228968225951765070086144, rank=1}}",0,"Question{QuestionCommittee{λ=36356480961492675637517321913761773/20769187434139310514121985316880384, rank=1}}",0,"Question{QuestionCommittee{λ=979335811558407504376504709545965/649037107316853453566312041152512, rank=1}}",0,"Question{QuestionCommittee{λ=8559078036841415927967434571690486530029/5444517870735015415413993718908291383296, rank=1}}",0,"Question{QuestionCommittee{λ=18064559906169413987082008895206541230061/10889035741470030830827987437816582766592, rank=1}}"
