i,qV(1)/qC(0),Run 1 of 25,qV(1)/qC(0),Run 2 of 25,qV(1)/qC(0),Run 3 of 25,qV(1)/qC(0),Run 4 of 25,qV(1)/qC(0),Run 5 of 25,qV(1)/qC(0),Run 6 of 25,qV(1)/qC(0),Run 7 of 25,qV(1)/qC(0),Run 8 of 25,qV(1)/qC(0),Run 9 of 25,qV(1)/qC(0),Run 10 of 25,qV(1)/qC(0),Run 11 of 25,qV(1)/qC(0),Run 12 of 25,qV(1)/qC(0),Run 13 of 25,qV(1)/qC(0),Run 14 of 25,qV(1)/qC(0),Run 15 of 25,qV(1)/qC(0),Run 16 of 25,qV(1)/qC(0),Run 17 of 25,qV(1)/qC(0),Run 18 of 25,qV(1)/qC(0),Run 19 of 25,qV(1)/qC(0),Run 20 of 25,qV(1)/qC(0),Run 21 of 25,qV(1)/qC(0),Run 22 of 25,qV(1)/qC(0),Run 23 of 25,qV(1)/qC(0),Run 24 of 25,qV(1)/qC(0),Run 25 of 25
104,0,"Question{QuestionCommittee{λ=607/512, rank=1}}",0,"Question{QuestionCommittee{λ=1157/1024, rank=3}}",0,"Question{QuestionCommittee{λ=2411/1024, rank=3}}",0,"Question{QuestionCommittee{λ=6281/4096, rank=5}}",0,"Question{QuestionCommittee{λ=23927/16384, rank=4}}",0,"Question{QuestionCommittee{λ=186153/131072, rank=4}}",0,"Question{QuestionCommittee{λ=4115/4096, rank=2}}",0,"Question{QuestionCommittee{λ=261/128, rank=4}}",0,"Question{QuestionCommittee{λ=2219/2048, rank=1}}",0,"Question{QuestionCommittee{λ=6616709/4194304, rank=3}}",0,"Question{QuestionCommittee{λ=51027/32768, rank=8}}",0,"Question{QuestionCommittee{λ=5449083/4194304, rank=6}}",0,"Question{QuestionCommittee{λ=84023/65536, rank=5}}",0,"Question{QuestionCommittee{λ=427/256, rank=7}}",0,"Question{QuestionCommittee{λ=2349757/2097152, rank=3}}",0,"Question{QuestionCommittee{λ=268205/262144, rank=5}}",0,"Question{QuestionCommittee{λ=524915/524288, rank=4}}",0,"Question{QuestionCommittee{λ=10047/2048, rank=6}}",0,"Question{QuestionCommittee{λ=35029/32768, rank=2}}",0,"Question{QuestionCommittee{λ=134169/131072, rank=2}}",0,"Question{QuestionCommittee{λ=8029/4096, rank=7}}",0,"Question{QuestionCommittee{λ=54751/32768, rank=5}}",0,"Question{QuestionCommittee{λ=83/64, rank=5}}",0,"Question{QuestionCommittee{λ=7117/4096, rank=7}}",0,"Question{QuestionCommittee{λ=38981/32768, rank=2}}"
105,0,"Question{QuestionCommittee{λ=33319/32768, rank=6}}",0,"Question{QuestionCommittee{λ=68063/65536, rank=7}}",0,"Question{QuestionCommittee{λ=206345/65536, rank=8}}",0,"Question{QuestionCommittee{λ=2257/2048, rank=4}}",0,"Question{QuestionCommittee{λ=20721/4096, rank=8}}",0,"Question{QuestionCommittee{λ=42439/32768, rank=5}}",0,"Question{QuestionCommittee{λ=36435/32768, rank=3}}",0,"Question{QuestionCommittee{λ=158261/131072, rank=1}}",0,"Question{QuestionCommittee{λ=4457/4096, rank=1}}",0,"Question{QuestionCommittee{λ=35181/32768, rank=5}}",0,"Question{QuestionCommittee{λ=17163/16384, rank=2}}",0,"Question{QuestionCommittee{λ=2371/2048, rank=3}}",0,"Question{QuestionCommittee{λ=9921/8192, rank=7}}",0,"Question{QuestionCommittee{λ=835/512, rank=7}}",0,"Question{QuestionCommittee{λ=2583/512, rank=8}}",0,"Question{QuestionCommittee{λ=536429/524288, rank=5}}",0,"Question{QuestionCommittee{λ=1049811/1048576, rank=4}}",0,"Question{QuestionCommittee{λ=168901/131072, rank=4}}",0,"Question{QuestionCommittee{λ=395961/262144, rank=6}}",0,"Question{QuestionCommittee{λ=2105/2048, rank=3}}",0,"Question{QuestionCommittee{λ=1157/1024, rank=4}}",0,"Question{QuestionCommittee{λ=178363/131072, rank=8}}",0,"Question{QuestionCommittee{λ=18303/16384, rank=1}}",0,"Question{QuestionCommittee{λ=14215/8192, rank=7}}",0,"Question{QuestionCommittee{λ=16403/16384, rank=6}}"
106,0,"Question{QuestionCommittee{λ=141403/65536, rank=8}}",0,"Question{QuestionCommittee{λ=2827/2048, rank=1}}",0,"Question{QuestionCommittee{λ=412671/131072, rank=8}}",0,"Question{QuestionCommittee{λ=17581/16384, rank=2}}",0,"Question{QuestionCommittee{λ=47835/32768, rank=4}}",0,"Question{QuestionCommittee{λ=33471/32768, rank=2}}",0,"Question{QuestionCommittee{λ=185/128, rank=8}}",0,"Question{QuestionCommittee{λ=113587/65536, rank=8}}",0,"Question{QuestionCommittee{λ=291347/262144, rank=3}}",0,"Question{QuestionCommittee{λ=4761/4096, rank=2}}",0,"Question{QuestionCommittee{λ=155259/131072, rank=4}}",0,"Question{QuestionCommittee{λ=219707/131072, rank=5}}",0,"Question{QuestionCommittee{λ=378371/65536, rank=8}}",0,"Question{QuestionCommittee{λ=140059/131072, rank=2}}",0,"Question{QuestionCommittee{λ=1069457/1048576, rank=1}}",0,"Question{QuestionCommittee{λ=16707/16384, rank=4}}",0,"Question{QuestionCommittee{λ=2333/2048, rank=1}}",0,"Question{QuestionCommittee{λ=717/128, rank=8}}",0,"Question{QuestionCommittee{λ=36435/32768, rank=4}}",0,"Question{QuestionCommittee{λ=106139/65536, rank=8}}",0,"Question{QuestionCommittee{λ=2295/2048, rank=4}}",0,"Question{QuestionCommittee{λ=35789/32768, rank=6}}",0,"Question{QuestionCommittee{λ=39589/32768, rank=6}}",0,"Question{QuestionCommittee{λ=19215/16384, rank=5}}",0,"Question{QuestionCommittee{λ=20355/16384, rank=4}}"
107,0,"Question{QuestionCommittee{λ=16441/16384, rank=3}}",0,"Question{QuestionCommittee{λ=4191/4096, rank=5}}",0,"Question{QuestionCommittee{λ=70305/65536, rank=6}}",0,"Question{QuestionCommittee{λ=134283/131072, rank=1}}",0,"Question{QuestionCommittee{λ=95651/65536, rank=4}}",0,"Question{QuestionCommittee{λ=372325/262144, rank=4}}",0,"Question{QuestionCommittee{λ=531/512, rank=1}}",0,"Question{QuestionCommittee{λ=36999/16384, rank=7}}",0,"Question{QuestionCommittee{λ=2371/2048, rank=4}}",0,"Question{QuestionCommittee{λ=95557/16384, rank=7}}",0,"Question{QuestionCommittee{λ=9503/8192, rank=5}}",0,"Question{QuestionCommittee{λ=4761/4096, rank=3}}",0,"Question{QuestionCommittee{λ=4989/4096, rank=3}}",0,"Question{QuestionCommittee{λ=17163/16384, rank=6}}",0,"Question{QuestionCommittee{λ=4699533/4194304, rank=3}}",0,"Question{QuestionCommittee{λ=16571/8192, rank=6}}",0,"Question{QuestionCommittee{λ=262239/262144, rank=7}}",0,"Question{QuestionCommittee{λ=337783/262144, rank=4}}",0,"Question{QuestionCommittee{λ=275/256, rank=3}}",0,"Question{QuestionCommittee{λ=9047/8192, rank=5}}",0,"Question{QuestionCommittee{λ=8181/4096, rank=8}}",0,"Question{QuestionCommittee{λ=531/512, rank=3}}",0,"Question{QuestionCommittee{λ=393/32, rank=7}}",0,"Question{QuestionCommittee{λ=76841/65536, rank=2}}",0,"Question{QuestionCommittee{λ=16669/16384, rank=5}}"
108,0,"Question{QuestionCommittee{λ=137893/131072, rank=2}}",0,"Question{QuestionCommittee{λ=337783/262144, rank=8}}",0,"Question{QuestionCommittee{λ=275/256, rank=2}}",0,"Question{QuestionCommittee{λ=12581/8192, rank=5}}",0,"Question{QuestionCommittee{λ=131129/131072, rank=2}}",0,"Question{QuestionCommittee{λ=34345/32768, rank=3}}",0,"Question{QuestionCommittee{λ=47569/32768, rank=6}}",0,"Question{QuestionCommittee{λ=227155/131072, rank=8}}",0,"Question{QuestionCommittee{λ=582713/524288, rank=3}}",0,"Question{QuestionCommittee{λ=9541/8192, rank=2}}",0,"Question{QuestionCommittee{λ=9503/8192, rank=1}}",0,"Question{QuestionCommittee{λ=439433/262144, rank=5}}",0,"Question{QuestionCommittee{λ=756761/131072, rank=8}}",0,"Question{QuestionCommittee{λ=561129/524288, rank=1}}",0,"Question{QuestionCommittee{λ=2138895/2097152, rank=1}}",0,"Question{QuestionCommittee{λ=1385/1024, rank=3}}",0,"Question{QuestionCommittee{λ=524497/524288, rank=7}}",0,"Question{QuestionCommittee{λ=675547/524288, rank=4}}",0,"Question{QuestionCommittee{λ=72889/65536, rank=4}}",0,"Question{QuestionCommittee{λ=313/256, rank=7}}",0,"Question{QuestionCommittee{λ=16039/8192, rank=7}}",0,"Question{QuestionCommittee{λ=71559/65536, rank=6}}",0,"Question{QuestionCommittee{λ=36587/32768, rank=1}}",0,"Question{QuestionCommittee{λ=153663/131072, rank=2}}",0,"Question{QuestionCommittee{λ=33319/32768, rank=5}}"
109,0,"Question{QuestionCommittee{λ=32901/32768, rank=3}}",0,"Question{QuestionCommittee{λ=21419/16384, rank=6}}",0,"Question{QuestionCommittee{λ=140629/131072, rank=6}}",0,"Question{QuestionCommittee{λ=25181/16384, rank=5}}",0,"Question{QuestionCommittee{λ=1281267/524288, rank=7}}",0,"Question{QuestionCommittee{λ=66923/65536, rank=2}}",0,"Question{QuestionCommittee{λ=1081/1024, rank=1}}",0,"Question{QuestionCommittee{λ=503/256, rank=4}}",0,"Question{QuestionCommittee{λ=40989/16384, rank=8}}",0,"Question{QuestionCommittee{λ=25257/16384, rank=4}}",0,"Question{QuestionCommittee{λ=8523/4096, rank=7}}",0,"Question{QuestionCommittee{λ=9503/8192, rank=3}}",0,"Question{QuestionCommittee{λ=1513541/262144, rank=8}}",0,"Question{QuestionCommittee{λ=83/64, rank=5}}",0,"Question{QuestionCommittee{λ=2561/2048, rank=2}}",0,"Question{QuestionCommittee{λ=1072877/1048576, rank=5}}",0,"Question{QuestionCommittee{λ=127077/65536, rank=6}}",0,"Question{QuestionCommittee{λ=4609/4096, rank=3}}",0,"Question{QuestionCommittee{λ=791941/524288, rank=6}}",0,"Question{QuestionCommittee{λ=171447/131072, rank=4}}",0,"Question{QuestionCommittee{λ=16343/8192, rank=8}}",0,"Question{QuestionCommittee{λ=43351/32768, rank=4}}",0,"Question{QuestionCommittee{λ=71787/65536, rank=3}}",0,"Question{QuestionCommittee{λ=28449/16384, rank=7}}",0,"Question{QuestionCommittee{λ=66657/65536, rank=5}}"
110,0,"Question{QuestionCommittee{λ=1233/1024, rank=1}}",0,"Question{QuestionCommittee{λ=136107/131072, rank=7}}",0,"Question{QuestionCommittee{λ=531/512, rank=2}}",0,"Question{QuestionCommittee{λ=135955/131072, rank=3}}",0,"Question{QuestionCommittee{λ=1119/1024, rank=1}}",0,"Question{QuestionCommittee{λ=133865/131072, rank=2}}",0,"Question{QuestionCommittee{λ=380913/262144, rank=4}}",0,"Question{QuestionCommittee{λ=316503/262144, rank=1}}",0,"Question{QuestionCommittee{λ=4761/4096, rank=4}}",0,"Question{QuestionCommittee{λ=18759/16384, rank=1}}",0,"Question{QuestionCommittee{λ=4381/4096, rank=3}}",0,"Question{QuestionCommittee{λ=68785/65536, rank=1}}",0,"Question{QuestionCommittee{λ=4647/4096, rank=4}}",0,"Question{QuestionCommittee{λ=280137/262144, rank=2}}",0,"Question{QuestionCommittee{λ=645/512, rank=7}}",0,"Question{QuestionCommittee{λ=33395/32768, rank=4}}",0,"Question{QuestionCommittee{λ=1049013/1048576, rank=7}}",0,"Question{QuestionCommittee{λ=20113/4096, rank=6}}",0,"Question{QuestionCommittee{λ=2545/512, rank=7}}",0,"Question{QuestionCommittee{λ=18075/16384, rank=5}}",0,"Question{QuestionCommittee{λ=5592609/4194304, rank=6}}",0,"Question{QuestionCommittee{λ=356707/262144, rank=8}}",0,"Question{QuestionCommittee{λ=73155/65536, rank=1}}",0,"Question{QuestionCommittee{λ=987/512, rank=8}}",0,"Question{QuestionCommittee{λ=77981/65536, rank=2}}"
111,0,"Question{QuestionCommittee{λ=19611/8192, rank=7}}",0,"Question{QuestionCommittee{λ=2333/2048, rank=3}}",0,"Question{QuestionCommittee{λ=4841/2048, rank=3}}",0,"Question{QuestionCommittee{λ=222899/131072, rank=7}}",0,"Question{QuestionCommittee{λ=262277/262144, rank=2}}",0,"Question{QuestionCommittee{λ=531/512, rank=7}}",0,"Question{QuestionCommittee{λ=8211/8192, rank=2}}",0,"Question{QuestionCommittee{λ=987/512, rank=4}}",0,"Question{QuestionCommittee{λ=81959/32768, rank=8}}",0,"Question{QuestionCommittee{λ=19063/16384, rank=2}}",0,"Question{QuestionCommittee{λ=17065/8192, rank=7}}",0,"Question{QuestionCommittee{λ=10898185/8388608, rank=6}}",0,"Question{QuestionCommittee{λ=9313/8192, rank=4}}",0,"Question{QuestionCommittee{λ=69545/65536, rank=3}}",0,"Question{QuestionCommittee{λ=5977/4096, rank=6}}",0,"Question{QuestionCommittee{λ=2789/2048, rank=3}}",0,"Question{QuestionCommittee{λ=4571/4096, rank=2}}",0,"Question{QuestionCommittee{λ=40207/8192, rank=6}}",0,"Question{QuestionCommittee{λ=1583901/1048576, rank=6}}",0,"Question{QuestionCommittee{λ=268319/262144, rank=2}}",0,"Question{QuestionCommittee{λ=11185237/8388608, rank=6}}",0,"Question{QuestionCommittee{λ=66277/65536, rank=2}}",0,"Question{QuestionCommittee{λ=146329/131072, rank=1}}",0,"Question{QuestionCommittee{λ=56879/32768, rank=7}}",0,"Question{QuestionCommittee{λ=163821/8192, rank=8}}"
112,0,"Question{QuestionCommittee{λ=20735/16384, rank=5}}",0,"Question{QuestionCommittee{λ=675547/524288, rank=8}}",0,"Question{QuestionCommittee{λ=281239/262144, rank=6}}",0,"Question{QuestionCommittee{λ=503/256, rank=6}}",0,"Question{QuestionCommittee{λ=2067/2048, rank=5}}",0,"Question{QuestionCommittee{λ=744669/524288, rank=4}}",0,"Question{QuestionCommittee{λ=95119/65536, rank=6}}",0,"Question{QuestionCommittee{λ=1955/1024, rank=4}}",0,"Question{QuestionCommittee{λ=2713/2048, rank=5}}",0,"Question{QuestionCommittee{λ=275/256, rank=8}}",0,"Question{QuestionCommittee{λ=34307/32768, rank=2}}",0,"Question{QuestionCommittee{λ=137589/131072, rank=1}}",0,"Question{QuestionCommittee{λ=19823/16384, rank=7}}",0,"Question{QuestionCommittee{λ=536353/524288, rank=4}}",0,"Question{QuestionCommittee{λ=34687/32768, rank=4}}",0,"Question{QuestionCommittee{λ=2847557/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=8287/8192, rank=5}}",0,"Question{QuestionCommittee{λ=647199/524288, rank=7}}",0,"Question{QuestionCommittee{λ=5109/1024, rank=7}}",0,"Question{QuestionCommittee{λ=607/512, rank=7}}",0,"Question{QuestionCommittee{λ=4609/4096, rank=4}}",0,"Question{QuestionCommittee{λ=1081/1024, rank=3}}",0,"Question{QuestionCommittee{λ=4252045/4194304, rank=4}}",0,"Question{QuestionCommittee{λ=2328629/2097152, rank=6}}",0,"Question{QuestionCommittee{λ=21419/16384, rank=7}}"
113,0,"Question{QuestionCommittee{λ=9161/8192, rank=4}}",0,"Question{QuestionCommittee{λ=4647/4096, rank=3}}",0,"Question{QuestionCommittee{λ=17581/16384, rank=1}}",0,"Question{QuestionCommittee{λ=271891/262144, rank=3}}",0,"Question{QuestionCommittee{λ=39513/32768, rank=6}}",0,"Question{QuestionCommittee{λ=1489357/1048576, rank=4}}",0,"Question{QuestionCommittee{λ=2181/2048, rank=1}}",0,"Question{QuestionCommittee{λ=146139/131072, rank=6}}",0,"Question{QuestionCommittee{λ=16517/16384, rank=7}}",0,"Question{QuestionCommittee{λ=191133/32768, rank=7}}",0,"Question{QuestionCommittee{λ=35713/32768, rank=6}}",0,"Question{QuestionCommittee{λ=21796351/16777216, rank=6}}",0,"Question{QuestionCommittee{λ=4191/4096, rank=1}}",0,"Question{QuestionCommittee{λ=6547/4096, rank=8}}",0,"Question{QuestionCommittee{λ=5141/4096, rank=2}}",0,"Question{QuestionCommittee{λ=4913/4096, rank=7}}",0,"Question{QuestionCommittee{λ=16593/16384, rank=5}}",0,"Question{QuestionCommittee{λ=1453/256, rank=8}}",0,"Question{QuestionCommittee{λ=3167821/2097152, rank=6}}",0,"Question{QuestionCommittee{λ=212297/131072, rank=8}}",0,"Question{QuestionCommittee{λ=4343/4096, rank=5}}",0,"Question{QuestionCommittee{λ=132535/131072, rank=2}}",0,"Question{QuestionCommittee{λ=185/128, rank=5}}",0,"Question{QuestionCommittee{λ=298111/262144, rank=4}}",0,"Question{QuestionCommittee{λ=133295/131072, rank=5}}"
114,0,"Question{QuestionCommittee{λ=65783/65536, rank=3}}",0,"Question{QuestionCommittee{λ=1351075/1048576, rank=8}}",0,"Question{QuestionCommittee{λ=9663/4096, rank=3}}",0,"Question{QuestionCommittee{λ=4495/4096, rank=4}}",0,"Question{QuestionCommittee{λ=191283/131072, rank=4}}",0,"Question{QuestionCommittee{λ=2978733/2097152, rank=4}}",0,"Question{QuestionCommittee{λ=16441/16384, rank=2}}",0,"Question{QuestionCommittee{λ=73979/32768, rank=7}}",0,"Question{QuestionCommittee{λ=8895/8192, rank=1}}",0,"Question{QuestionCommittee{λ=4495/4096, rank=6}}",0,"Question{QuestionCommittee{λ=34149/16384, rank=7}}",0,"Question{QuestionCommittee{λ=878885/524288, rank=5}}",0,"Question{QuestionCommittee{λ=8401/8192, rank=1}}",0,"Question{QuestionCommittee{λ=1122239/1048576, rank=1}}",0,"Question{QuestionCommittee{λ=17543/16384, rank=5}}",0,"Question{QuestionCommittee{λ=5695133/4194304, rank=8}}",0,"Question{QuestionCommittee{λ=33205/32768, rank=5}}",0,"Question{QuestionCommittee{λ=2925/512, rank=8}}",0,"Question{QuestionCommittee{λ=531/512, rank=3}}",0,"Question{QuestionCommittee{λ=1233/1024, rank=7}}",0,"Question{QuestionCommittee{λ=303241/262144, rank=3}}",0,"Question{QuestionCommittee{λ=143099/131072, rank=6}}",0,"Question{QuestionCommittee{λ=68709/65536, rank=2}}",0,"Question{QuestionCommittee{λ=4657277/4194304, rank=6}}",0,"Question{QuestionCommittee{λ=40691/32768, rank=4}}"
115,0,"Question{QuestionCommittee{λ=18341/16384, rank=4}}",0,"Question{QuestionCommittee{λ=1594123/1048576, rank=4}}",0,"Question{QuestionCommittee{λ=35143/32768, rank=1}}",0,"Question{QuestionCommittee{λ=50381/32768, rank=5}}",0,"Question{QuestionCommittee{λ=79007/65536, rank=6}}",0,"Question{QuestionCommittee{λ=68709/65536, rank=3}}",0,"Question{QuestionCommittee{λ=4381/4096, rank=1}}",0,"Question{QuestionCommittee{λ=454329/262144, rank=8}}",0,"Question{QuestionCommittee{λ=1165407/1048576, rank=3}}",0,"Question{QuestionCommittee{λ=8971/8192, rank=6}}",0,"Question{QuestionCommittee{λ=71445/65536, rank=6}}",0,"Question{QuestionCommittee{λ=19025/16384, rank=3}}",0,"Question{QuestionCommittee{λ=3027063/524288, rank=8}}",0,"Question{QuestionCommittee{λ=2244497/2097152, rank=1}}",0,"Question{QuestionCommittee{λ=1309/1024, rank=7}}",0,"Question{QuestionCommittee{λ=147/128, rank=2}}",0,"Question{QuestionCommittee{λ=254173/131072, rank=6}}",0,"Question{QuestionCommittee{λ=1294379/1048576, rank=7}}",0,"Question{QuestionCommittee{λ=209941/131072, rank=8}}",0,"Question{QuestionCommittee{λ=40273/32768, rank=1}}",0,"Question{QuestionCommittee{λ=16707/16384, rank=1}}",0,"Question{QuestionCommittee{λ=86683/65536, rank=4}}",0,"Question{QuestionCommittee{λ=137399/131072, rank=2}}",0,"Question{QuestionCommittee{λ=38449/32768, rank=5}}",0,"Question{QuestionCommittee{λ=155943/131072, rank=2}}"
116,0,"Question{QuestionCommittee{λ=39241/16384, rank=7}}",0,"Question{QuestionCommittee{λ=3188227/2097152, rank=4}}",0,"Question{QuestionCommittee{λ=54842031/8388608, rank=7}}",0,"Question{QuestionCommittee{λ=102745/32768, rank=8}}",0,"Question{QuestionCommittee{λ=4115/4096, rank=5}}",0,"Question{QuestionCommittee{λ=5957485/4194304, rank=4}}",0,"Question{QuestionCommittee{λ=389/256, rank=8}}",0,"Question{QuestionCommittee{λ=147977/65536, rank=7}}",0,"Question{QuestionCommittee{λ=15279/8192, rank=6}}",0,"Question{QuestionCommittee{λ=70381/65536, rank=5}}",0,"Question{QuestionCommittee{λ=18987/16384, rank=1}}",0,"Question{QuestionCommittee{λ=2827/2048, rank=8}}",0,"Question{QuestionCommittee{λ=16821/16384, rank=1}}",0,"Question{QuestionCommittee{λ=34307/32768, rank=6}}",0,"Question{QuestionCommittee{λ=5147/1024, rank=8}}",0,"Question{QuestionCommittee{λ=5559/4096, rank=3}}",0,"Question{QuestionCommittee{λ=20925/16384, rank=8}}",0,"Question{QuestionCommittee{λ=2588777/2097152, rank=7}}",0,"Question{QuestionCommittee{λ=10237/2048, rank=7}}",0,"Question{QuestionCommittee{λ=4191/4096, rank=3}}",0,"Question{QuestionCommittee{λ=32097/16384, rank=7}}",0,"Question{QuestionCommittee{λ=109483/65536, rank=5}}",0,"Question{QuestionCommittee{λ=805/64, rank=7}}",0,"Question{QuestionCommittee{λ=9314573/8388608, rank=6}}",0,"Question{QuestionCommittee{λ=266571/262144, rank=5}}"
117,0,"Question{QuestionCommittee{λ=275805/262144, rank=2}}",0,"Question{QuestionCommittee{λ=6376473/4194304, rank=4}}",0,"Question{QuestionCommittee{λ=109684081/16777216, rank=7}}",0,"Question{QuestionCommittee{λ=987/512, rank=6}}",0,"Question{QuestionCommittee{λ=2562515/1048576, rank=7}}",0,"Question{QuestionCommittee{λ=1043/1024, rank=7}}",0,"Question{QuestionCommittee{λ=725897/524288, rank=5}}",0,"Question{QuestionCommittee{λ=295935/131072, rank=7}}",0,"Question{QuestionCommittee{λ=725365/524288, rank=2}}",0,"Question{QuestionCommittee{λ=50533/32768, rank=4}}",0,"Question{QuestionCommittee{λ=310537/262144, rank=4}}",0,"Question{QuestionCommittee{λ=275159/262144, rank=1}}",0,"Question{QuestionCommittee{λ=6054145/1048576, rank=8}}",0,"Question{QuestionCommittee{λ=147/128, rank=5}}",0,"Question{QuestionCommittee{λ=10275/2048, rank=8}}",0,"Question{QuestionCommittee{λ=313/256, rank=2}}",0,"Question{QuestionCommittee{λ=66429/65536, rank=5}}",0,"Question{QuestionCommittee{λ=294501/262144, rank=1}}",0,"Question{QuestionCommittee{λ=419901/262144, rank=8}}",0,"Question{QuestionCommittee{λ=2447/2048, rank=7}}",0,"Question{QuestionCommittee{λ=64213/32768, rank=7}}",0,"Question{QuestionCommittee{λ=265089/262144, rank=2}}",0,"Question{QuestionCommittee{λ=143555/131072, rank=3}}",0,"Question{QuestionCommittee{λ=307307/262144, rank=2}}",0,"Question{QuestionCommittee{λ=42857/32768, rank=7}}"
118,0,"Question{QuestionCommittee{λ=551591/524288, rank=2}}",0,"Question{QuestionCommittee{λ=272195/262144, rank=7}}",0,"Question{QuestionCommittee{λ=8705/8192, rank=5}}",0,"Question{QuestionCommittee{λ=1955/1024, rank=6}}",0,"Question{QuestionCommittee{λ=157995/131072, rank=6}}",0,"Question{QuestionCommittee{λ=2143/2048, rank=6}}",0,"Question{QuestionCommittee{λ=72889/65536, rank=3}}",0,"Question{QuestionCommittee{λ=33851/32768, rank=2}}",0,"Question{QuestionCommittee{λ=9541/8192, rank=4}}",0,"Question{QuestionCommittee{λ=13233399/8388608, rank=3}}",0,"Question{QuestionCommittee{λ=68317/32768, rank=7}}",0,"Question{QuestionCommittee{λ=1757751/1048576, rank=5}}",0,"Question{QuestionCommittee{λ=162821/131072, rank=2}}",0,"Question{QuestionCommittee{λ=560255/524288, rank=2}}",0,"Question{QuestionCommittee{λ=35067/32768, rank=5}}",0,"Question{QuestionCommittee{λ=9807/8192, rank=7}}",0,"Question{QuestionCommittee{λ=2098007/2097152, rank=7}}",0,"Question{QuestionCommittee{λ=5177573/4194304, rank=7}}",0,"Question{QuestionCommittee{λ=30159/16384, rank=5}}",0,"Question{QuestionCommittee{λ=536657/524288, rank=2}}",0,"Question{QuestionCommittee{λ=33395/32768, rank=1}}",0,"Question{QuestionCommittee{λ=530159/524288, rank=2}}",0,"Question{QuestionCommittee{λ=155373/131072, rank=8}}",0,"Question{QuestionCommittee{λ=1993/1024, rank=8}}",0,"Question{QuestionCommittee{λ=327661/16384, rank=8}}"
119,0,"Question{QuestionCommittee{λ=78463/32768, rank=7}}",0,"Question{QuestionCommittee{λ=8363/8192, rank=5}}",0,"Question{QuestionCommittee{λ=562497/524288, rank=6}}",0,"Question{QuestionCommittee{λ=100743/65536, rank=5}}",0,"Question{QuestionCommittee{λ=382585/262144, rank=4}}",0,"Question{QuestionCommittee{λ=147925/131072, rank=1}}",0,"Question{QuestionCommittee{λ=1451813/1048576, rank=5}}",0,"Question{QuestionCommittee{λ=292297/262144, rank=6}}",0,"Question{QuestionCommittee{λ=1450711/1048576, rank=2}}",0,"Question{QuestionCommittee{λ=37499/32768, rank=1}}",0,"Question{QuestionCommittee{λ=136653/65536, rank=7}}",0,"Question{QuestionCommittee{λ=3515521/2097152, rank=5}}",0,"Question{QuestionCommittee{λ=9997/8192, rank=3}}",0,"Question{QuestionCommittee{λ=68633/65536, rank=6}}",0,"Question{QuestionCommittee{λ=10301/8192, rank=2}}",0,"Question{QuestionCommittee{λ=11390285/8388608, rank=8}}",0,"Question{QuestionCommittee{λ=508327/262144, rank=6}}",0,"Question{QuestionCommittee{λ=1309/1024, rank=2}}",0,"Question{QuestionCommittee{λ=145759/131072, rank=4}}",0,"Question{QuestionCommittee{λ=1073295/1048576, rank=2}}",0,"Question{QuestionCommittee{λ=8667/8192, rank=5}}",0,"Question{QuestionCommittee{λ=1060299/1048576, rank=2}}",0,"Question{QuestionCommittee{λ=1591/128, rank=7}}",0,"Question{QuestionCommittee{λ=2751/2048, rank=3}}",0,"Question{QuestionCommittee{λ=81401/65536, rank=4}}"
120,0,"Question{QuestionCommittee{λ=2485/2048, rank=1}}",0,"Question{QuestionCommittee{λ=9275/8192, rank=3}}",0,"Question{QuestionCommittee{λ=70305/65536, rank=1}}",0,"Question{QuestionCommittee{λ=445817/262144, rank=7}}",0,"Question{QuestionCommittee{λ=5125011/2097152, rank=7}}",0,"Question{QuestionCommittee{λ=2105/2048, rank=7}}",0,"Question{QuestionCommittee{λ=190219/131072, rank=6}}",0,"Question{QuestionCommittee{λ=591889/262144, rank=7}}",0,"Question{QuestionCommittee{λ=2901403/2097152, rank=2}}",0,"Question{QuestionCommittee{λ=17923/16384, rank=6}}",0,"Question{QuestionCommittee{λ=142871/131072, rank=6}}",0,"Question{QuestionCommittee{λ=147/128, rank=2}}",0,"Question{QuestionCommittee{λ=20013/16384, rank=3}}",0,"Question{QuestionCommittee{λ=1651/1024, rank=7}}",0,"Question{QuestionCommittee{λ=20569/4096, rank=8}}",0,"Question{QuestionCommittee{λ=11137/8192, rank=3}}",0,"Question{QuestionCommittee{λ=351/256, rank=3}}",0,"Question{QuestionCommittee{λ=9237/8192, rank=3}}",0,"Question{QuestionCommittee{λ=291537/262144, rank=4}}",0,"Question{QuestionCommittee{λ=424613/262144, rank=8}}",0,"Question{QuestionCommittee{λ=66809/65536, rank=1}}",0,"Question{QuestionCommittee{λ=35295/32768, rank=1}}",0,"Question{QuestionCommittee{λ=274817/262144, rank=2}}",0,"Question{QuestionCommittee{λ=5483/4096, rank=3}}",0,"Question{QuestionCommittee{λ=68367/65536, rank=3}}"
