i,nbQst = 800
358,13.923529145407722
359,13.89690256352865
360,13.860527443744218
361,13.817565624452063
362,13.750880472032858
363,13.711474602677713
364,13.629165615881206
365,13.543792560857213
366,13.459759800078569
367,13.365330459874421
368,13.32531287018268
369,13.240871257586676
370,13.230549243758624
371,13.190163926823999
372,13.121647593954275
373,13.065615987844517
374,13.034500150561344
375,13.03377599864023
376,12.998851473345029
377,12.834965584834857
378,12.82691566232765
379,12.825894974796048
380,12.77220772141073
381,12.702333533597123
382,12.625011322375535
383,12.537213577070286
384,12.46694948330879
385,12.413888740282703
386,12.322610590145619
387,12.259326956783795
388,12.09831069429095
389,12.096432190006976
390,12.088065138109796
391,12.078132902748127
392,12.008935340570877
393,11.954767322974705
394,11.925518992184593
395,11.915914918237892
396,11.872245824367525
397,11.786971776885842
398,11.784109313310815
399,11.7813737418955
400,11.68154120765729
401,11.534755070079518
402,11.516023585116217
403,11.510411870756867
404,11.478607378594248
405,11.430117579096304
406,11.383509980581788
407,11.306542979986004
408,11.29869109784771
409,11.253935025175995
410,11.200726083543726
411,11.154312083450902
412,11.135425134901507
413,11.07396929767516
414,10.898060666013347
415,10.842917270271485
416,10.824570207565014
417,10.807071378028954
418,10.731461662990448
419,10.715638735369916
420,10.693695044710672
421,10.626565428686629
422,10.610310632650911
423,10.548245912371646
424,10.502444285258479
425,10.495427206263575
426,10.484059851177447
427,10.463338288473981
428,10.397917237175477
429,10.27415708445826
430,10.236352091468966
431,10.197128590277593
432,10.138501229898818
433,10.130587524219328
434,10.083719436768597
435,10.033894652900658
436,9.998071639198336
437,9.931684681146336
438,9.931683256383009
439,9.866952294098448
440,9.804004796351656
441,9.749200690737498
442,9.57949789113062
443,9.57949769113062
444,9.463880922501211
445,9.398389582955375
446,9.271324415221278
447,9.265794147127275
448,9.204799141505806
449,9.171623523594372
450,9.11728490617722
451,9.054339453658864
452,9.026082991026723
453,8.950126201637131
454,8.912408213578079
455,8.863274612619751
456,8.847606127170046
457,8.783783777638224
458,8.695643875561094
459,8.666722971948909
460,8.557790684395297
461,8.541266347827062
462,8.47992869388747
463,8.456459364403953
464,8.392729268304578
465,8.283095776208965
466,8.19287437717683
467,8.145368562211035
468,8.144569227453008
469,8.101538248395935
470,8.079763106321844
471,8.0396397217098
472,8.009514547444434
473,7.867114838794036
474,7.827086716615418
475,7.7710242591977305
476,7.745656963391122
477,7.7121131199451085
478,7.678748947112684
479,7.666762063016065
480,7.621702128877737
481,7.598405639371695
482,7.560661333694538
483,7.540070403505601
484,7.4981853099675675
485,7.427692266220153
486,7.384814683008892
487,7.321276204452207
488,7.284378735658
489,7.243480975196688
490,7.113512386449484
491,7.095721587048439
492,7.07016678040791
493,7.034234573520685
494,7.0041209483966
495,6.986343443952157
496,6.91994760501547
497,6.868133968811502
498,6.837169335052948
499,6.78317141586688
500,6.737813084101594
501,6.707136337993931
502,6.643610003241489
503,6.629344742352246
504,6.542475089487295
505,6.542458647827297
506,6.485946628334346
507,6.428433369692525
508,6.380640070937486
509,6.309229018408653
510,6.309225949776378
511,6.285717307990114
512,6.275796639773634
513,6.2325432688755305
514,6.144917650693891
515,6.0716653822186695
516,6.061963487068191
517,6.030381641537358
518,5.962683165186771
519,5.815039428258765
520,5.696789414356048
521,5.642249187923245
522,5.592324668233477
523,5.516672097254589
524,5.4610023170982975
525,5.3627923983598595
526,5.327287869175445
527,5.293468689280584
528,5.2711460098640766
529,5.231638781965019
530,5.200862754882271
531,5.170476755234108
532,5.090986023307687
533,5.009124448350358
534,4.954843080331375
535,4.899384441503749
536,4.842787283443621
537,4.811036575469379
538,4.757408545814006
539,4.736209638116709
540,4.702865795254755
541,4.613020638786692
542,4.592872746536594
543,4.577178880896303
544,4.553443823038972
545,4.4932900074553626
546,4.467507792052832
547,4.449994424486234
548,4.413156352898799
549,4.387255537405516
550,4.374702614758807
551,4.327300958186489
552,4.289755951450486
553,4.254091622062847
554,4.216299176238345
555,4.199960901080189
556,4.172219268976888
557,4.122397202535685
558,4.05055936368106
559,4.05055606368106
560,3.982659443735814
561,3.9640762984259
562,3.9539712536341063
563,3.920280635366349
564,3.8629024111350363
565,3.845776737571949
566,3.845776737571949
567,3.743859036105547
568,3.735364704844416
569,3.6893229152896803
570,3.6763850989529776
571,3.664935064847919
572,3.6539172216714735
573,3.6196047231663937
574,3.5864042788835166
575,3.5540290229066396
576,3.547159887445968
577,3.4865536229745158
578,3.4447682776190325
579,3.41764150739746
580,3.4032249911283574
581,3.3673236706302068
582,3.295851106059571
583,3.2273352602373073
584,3.2026201096875546
585,3.2025593962067367
586,3.1854820346402306
587,3.09595176273723
588,3.0235530871402303
589,3.000636456736867
590,2.9973402713433694
591,2.967827563445553
592,2.9653607685042145
593,2.942079097987294
594,2.92933610460095
595,2.876344608386155
596,2.8276712627481055
597,2.7801857880396073
598,2.7463358862168015
599,2.6920124919588355
600,2.6593715262563404
601,2.6315401822687354
602,2.567165240118401
603,2.520336602538813
604,2.4835638562251736
605,2.456867748132649
606,2.400176207768547
607,2.3760712970602
608,2.3716965449013094
609,2.3383840241016025
610,2.2976064297850582
611,2.262033594423656
612,2.2416426966342526
613,2.1696689978208767
614,2.1481491531938737
615,2.098840104470426
616,2.0550581066116744
617,2.0363785609517575
618,2.011724530275243
619,1.995876993053046
620,1.9887618716673334
621,1.9781773351804237
622,1.9402073351199538
623,1.8763368197953536
624,1.8336746800275718
625,1.8273129211889714
626,1.8092438672883318
627,1.7106304488241206
628,1.6990492363135279
629,1.6832276495080216
630,1.647949833637555
631,1.6334510250057828
632,1.6218406385872057
633,1.6117572801954754
634,1.6026313414470659
635,1.5742881412154928
636,1.539384538283373
637,1.5206933158552038
638,1.4989564966191729
639,1.479265420172892
640,1.4613379915980613
641,1.4579496940774004
642,1.4323654168877564
643,1.4173935754625075
644,1.3971425720437052
645,1.3706153203518021
646,1.3661983777353421
647,1.3481936783031183
648,1.3251700755548688
649,1.307444139100961
650,1.282726277834775
651,1.2719957678893639
652,1.245663844241601
653,1.205434421860611
654,1.1483166542132
655,1.1406590237455727
656,1.119038523698592
657,1.0852965512932684
658,1.0718161845739407
659,0.9991320855994593
660,0.987843996643597
661,0.9611372340835033
662,0.9578977855217337
663,0.9514813353990179
664,0.9394892408544341
665,0.9224370226211999
666,0.8876843514280846
667,0.8626185408487134
668,0.8588577545695545
669,0.8552304702328053
670,0.8163416044234925
671,0.8057296217805088
672,0.7892260659255529
673,0.7635546108580508
674,0.7255623198577711
675,0.7031911556787288
676,0.702879973169884
677,0.6861379087458863
678,0.6522717110390387
679,0.615068777565888
680,0.6093402784948575
681,0.6065851360668923
682,0.5912067270638054
683,0.5805253068637966
684,0.5805231068637968
685,0.573372599206246
686,0.5419634184021608
687,0.5349966997456502
688,0.5340536477464731
689,0.4865120440488222
690,0.4771774328472722
691,0.452173533757504
692,0.4220342946837379
693,0.4105806723090566
694,0.40901589064025
695,0.40554079354125205
696,0.3966220696678589
697,0.3868958927717714
698,0.37177168332395477
699,0.3444585219252912
700,0.3319597719252911
701,0.3287617173582733
702,0.32876161735827325
703,0.3138862482875598
704,0.31388484828755975
705,0.30009753400497235
706,0.30009743400497235
707,0.30009743400497235
708,0.29775795137948075
709,0.28906193852476253
710,0.2788568821700759
711,0.2726236544940247
712,0.21997691877417927
713,0.2094512232137875
714,0.18968468373596434
715,0.1795703716516635
716,0.17643635532332932
717,0.16768547570270864
718,0.10201915109075554
719,0.08558408843753756
720,0.07961961895150402
721,0.07114993908613229
722,0.06745115902525614
723,0.05261914563796812
724,0.05012003275396455
725,0.04528593067327915
726,0.03841225875215817
727,0.03841225875215817
728,0.03841225875215817
729,0.03841225875215817
730,0.03841225875215817
731,0.03841225875215817
732,0.03841225875215817
733,0.03841225875215817
734,0.02950293473775193
735,0.02950293473775193
736,0.02950293473775193
737,0.02950293473775193
738,0.019404775616887714
739,0.019404775616887714
740,0.019404775616887714
741,0.017841120113811327
742,0.013571873710932242
743,0.013571873710932242
744,0.0124725391266286
745,0.011055649458251727
746,0.010855094066484373
747,0.010855094066484373
748,0.010855094066484373
749,4.659687370736723E-4
750,0.0
751,0.0
752,0.0
753,0.0
754,0.0
755,0.0
756,0.0
757,0.0
758,0.0
759,0.0
760,0.0
761,0.0
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,0.0
775,0.0
776,0.0
777,0.0
778,0.0
779,0.0
780,0.0
781,0.0
782,0.0
783,0.0
784,0.0
785,0.0
786,0.0
787,0.0
788,0.0
789,0.0
790,0.0
791,0.0
792,0.0
793,0.0
794,0.0
795,0.0
796,0.0
797,0.0
798,0.0
799,0.0
800,0.0
