i,qC = 400 then qV = 100
316,20.0
317,20.0
318,20.0
319,20.0
320,20.0
321,20.0
322,20.0
323,20.0
324,20.0
325,20.0
326,20.0
327,20.0
328,20.0
329,20.0
330,20.0
331,20.0
332,20.0
333,20.0
334,20.0
335,20.0
336,20.0
337,20.0
338,20.0
339,20.0
340,20.0
341,20.0
342,20.0
343,20.0
344,20.0
345,20.0
346,20.0
347,20.0
348,20.0
349,20.0
350,20.0
351,20.0
352,20.0
353,20.0
354,20.0
355,20.0
356,20.0
357,20.0
358,20.0
359,20.0
360,20.0
361,20.0
362,20.0
363,20.0
364,20.0
365,20.0
366,20.0
367,20.0
368,20.0
369,20.0
370,20.0
371,20.0
372,20.0
373,20.0
374,20.0
375,20.0
376,20.0
377,20.0
378,20.0
379,20.0
380,20.0
381,20.0
382,20.0
383,20.0
384,20.0
385,20.0
386,20.0
387,20.0
388,20.0
389,20.0
390,20.0
391,20.0
392,20.0
393,20.0
394,20.0
395,20.0
396,20.0
397,20.0
398,20.0
399,20.0
400,20.0
401,19.979269759624255
402,19.93860652240887
403,19.86984030119255
404,19.778800654608535
405,19.668042732042345
406,19.53363736305803
407,19.373265896146876
408,19.196798538963083
409,18.803231233690948
410,18.785328907605855
411,18.760764218876364
412,18.748134378828336
413,18.710462103107737
414,18.685648593532893
415,18.66596215755837
416,18.636172877146095
417,18.612813542649
418,18.557571499742423
419,18.519711313097314
420,18.48409446552904
421,18.46091302157941
422,18.427226973451532
423,18.309272214035467
424,18.183298989211295
425,18.080738334816772
426,17.8446675449609
427,17.796976712297905
428,17.710491093261876
429,17.626403825188763
430,17.57714897437773
431,17.546337071676845
432,17.50520628959396
433,17.483151788096944
434,17.439673975506572
435,17.404388295165905
436,17.30795420060604
437,17.241558670455813
438,17.16954424952562
439,17.10745751417888
440,17.06710444478755
441,17.027067391885844
442,16.909075227433085
443,16.855704445203994
444,16.7194229279082
445,16.60804831247563
446,16.564574966519686
447,16.4762571544211
448,16.40073868094848
449,16.32860520137773
450,16.246823764803665
451,16.176049203947823
452,16.12905409986769
453,16.042817954115232
454,15.997299480730701
455,15.9481241830675
456,15.891806557678107
457,15.818698343039083
458,15.775634401172868
459,15.72628107865715
460,15.646324573292215
461,15.587500113877235
462,15.454838286448682
463,15.3646331122911
464,15.33950154338667
465,15.25775880659073
466,15.187271119272513
467,15.103600533442478
468,15.073547093732882
469,14.982355604969865
470,14.923225738159035
471,14.821015413300067
472,14.790917738565112
473,14.670280312265124
474,14.606194522034318
475,14.571483143098481
476,14.503533067040486
477,14.46039194214146
478,14.411873362533925
479,14.364335913141055
480,14.305145060507934
481,14.234113385965014
482,14.184349682757556
483,14.121599833272047
484,14.048126360248954
485,13.973569071316247
486,13.925044099763484
487,13.838905138050306
488,13.753623532595146
489,13.718339525741403
490,13.683124271597842
491,13.595238527181492
492,13.519079778358872
493,13.444642963242034
494,13.350972370526476
495,13.305353112433925
496,13.256006747783031
497,13.194663855116202
498,13.144750650799923
499,13.115421271181784
500,13.055196444981872
