i,qC = 400 then qV = 100
316,20.0
317,20.0
318,20.0
319,20.0
320,20.0
321,20.0
322,20.0
323,20.0
324,20.0
325,20.0
326,20.0
327,20.0
328,20.0
329,20.0
330,20.0
331,20.0
332,20.0
333,20.0
334,20.0
335,20.0
336,20.0
337,20.0
338,20.0
339,20.0
340,20.0
341,20.0
342,20.0
343,20.0
344,20.0
345,20.0
346,20.0
347,20.0
348,20.0
349,20.0
350,20.0
351,20.0
352,20.0
353,20.0
354,20.0
355,20.0
356,20.0
357,20.0
358,20.0
359,20.0
360,20.0
361,20.0
362,20.0
363,20.0
364,20.0
365,20.0
366,20.0
367,20.0
368,20.0
369,20.0
370,20.0
371,20.0
372,20.0
373,20.0
374,20.0
375,20.0
376,20.0
377,20.0
378,20.0
379,20.0
380,20.0
381,20.0
382,20.0
383,20.0
384,20.0
385,20.0
386,20.0
387,20.0
388,20.0
389,20.0
390,20.0
391,20.0
392,20.0
393,20.0
394,20.0
395,20.0
396,20.0
397,20.0
398,20.0
399,20.0
400,20.0
401,20.0
402,19.999999440000003
403,19.999998159999997
404,19.999996
405,19.999992840000004
406,19.99998868
407,19.999983519999994
408,19.733975769291597
409,19.29717075466163
410,19.108874890802237
411,18.933758527387013
412,18.85200231844769
413,18.838805437343137
414,18.828044551491114
415,18.823103011072917
416,18.81595495651139
417,18.809124822318676
418,18.797716654190513
419,18.780088447032266
420,18.731488322083333
421,18.678679946112243
422,18.660394060829574
423,18.625434119459392
424,18.56988075339477
425,18.51162037375872
426,18.452424972371944
427,18.4157968383686
428,18.371299303618013
429,18.276730574197824
430,18.175389419782782
431,18.125059911605955
432,18.093525148381183
433,18.00497204582158
434,17.98206795382129
435,17.889544658573726
436,17.867773357438676
437,17.803545136108475
438,17.73779056073151
439,17.73779012073151
440,17.70391780767727
441,17.67308221424136
442,17.65803134725058
443,17.583418443118035
444,17.51166527484101
445,17.482522129642433
446,17.45627672327514
447,17.365595055287205
448,17.26145034066407
449,17.201779072336652
450,17.160997272293358
451,17.135106083057334
452,17.05838614686348
453,17.051657161289988
454,17.02567282956142
455,16.97168386923897
456,16.95374705479602
457,16.881166695709382
458,16.849906591995886
459,16.809314382077822
460,16.77172090159842
461,16.7597312197506
462,16.73879998106
463,16.67259991396792
464,16.62651931417921
465,16.60803252529864
466,16.512838135984488
467,16.4772206756431
468,16.417573067903195
469,16.393869769443018
470,16.385091422462196
471,16.35846888499864
472,16.313118926696554
473,16.265151609812207
474,16.23778321005772
475,16.206224564821
476,16.17083409934417
477,16.087082480013912
478,16.02052169140767
479,15.997847384275662
480,15.93401680807643
481,15.919993148805618
482,15.862414682598063
483,15.811056581968156
484,15.755123065002927
485,15.734211325161082
486,15.655282538363506
487,15.636172825188373
488,15.618037683321159
489,15.59478498069659
490,15.507536131718226
491,15.407526531126782
492,15.344341963237396
493,15.254208968542853
494,15.205825257320274
495,15.172315452755436
496,15.142600528146597
497,15.100941626683687
498,15.067135328260422
499,15.038416111342249
500,15.011016706621502
