i,qV(1)/qC(0),Run 1 of 25,qV(1)/qC(0),Run 2 of 25,qV(1)/qC(0),Run 3 of 25,qV(1)/qC(0),Run 4 of 25,qV(1)/qC(0),Run 5 of 25,qV(1)/qC(0),Run 6 of 25,qV(1)/qC(0),Run 7 of 25,qV(1)/qC(0),Run 8 of 25,qV(1)/qC(0),Run 9 of 25,qV(1)/qC(0),Run 10 of 25,qV(1)/qC(0),Run 11 of 25,qV(1)/qC(0),Run 12 of 25,qV(1)/qC(0),Run 13 of 25,qV(1)/qC(0),Run 14 of 25,qV(1)/qC(0),Run 15 of 25,qV(1)/qC(0),Run 16 of 25,qV(1)/qC(0),Run 17 of 25,qV(1)/qC(0),Run 18 of 25,qV(1)/qC(0),Run 19 of 25,qV(1)/qC(0),Run 20 of 25,qV(1)/qC(0),Run 21 of 25,qV(1)/qC(0),Run 22 of 25,qV(1)/qC(0),Run 23 of 25,qV(1)/qC(0),Run 24 of 25,qV(1)/qC(0),Run 25 of 25
109,0,"Question{QuestionCommittee{λ=747434710288698014177895607435245/649037107316853453566312041152512, rank=1}}",0,"Question{QuestionCommittee{λ=758157477922993113864080449339373/649037107316853453566312041152512, rank=1}}",0,"Question{QuestionCommittee{λ=668021290168447201387675920629741/649037107316853453566312041152512, rank=1}}",0,"Question{QuestionCommittee{λ=688711413027078454537365766537197/649037107316853453566312041152512, rank=1}}",0,"Question{QuestionCommittee{λ=696077393210287111640333798080493/649037107316853453566312041152512, rank=1}}",0,"Question{QuestionCommittee{λ=836816932717491059142742421536749/649037107316853453566312041152512, rank=1}}",0,"Question{QuestionCommittee{λ=749900759986966578370559732613101/649037107316853453566312041152512, rank=1}}",0,"Question{QuestionCommittee{λ=704839729258794720603310689091565/649037107316853453566312041152512, rank=1}}",0,"Question{QuestionCommittee{λ=921365331143012178349816612388845/649037107316853453566312041152512, rank=1}}",0,"Question{QuestionCommittee{λ=651931402061759025539307383291885/649037107316853453566312041152512, rank=1}}",0,"Question{QuestionCommittee{λ=652596922979011796587758181416941/649037107316853453566312041152512, rank=1}}",0,"Question{QuestionCommittee{λ=673241129626088266506763512053741/649037107316853453566312041152512, rank=1}}",0,"Question{QuestionCommittee{λ=657889116646956797262951937474541/649037107316853453566312041152512, rank=1}}",0,"Question{QuestionCommittee{λ=779271676847572433745392537960429/649037107316853453566312041152512, rank=1}}",0,"Question{QuestionCommittee{λ=785080858575331983477430579888109/649037107316853453566312041152512, rank=1}}",0,"Question{QuestionCommittee{λ=805667537882819181459842929786861/649037107316853453566312041152512, rank=1}}",0,"Question{QuestionCommittee{λ=760192135740716213396671597379565/649037107316853453566312041152512, rank=1}}",0,"Question{QuestionCommittee{λ=733356694165884841331433356132333/649037107316853453566312041152512, rank=1}}",0,"Question{QuestionCommittee{λ=710573524790294741289272403296237/649037107316853453566312041152512, rank=1}}",0,"Question{QuestionCommittee{λ=671323513357128247490406955089901/649037107316853453566312041152512, rank=1}}",0,"Question{QuestionCommittee{λ=744568438444291109309169954455533/649037107316853453566312041152512, rank=1}}",0,"Question{QuestionCommittee{λ=770722739780280289317020193783789/649037107316853453566312041152512, rank=1}}",0,"Question{QuestionCommittee{λ=700787009152537281360124172042221/649037107316853453566312041152512, rank=1}}",0,"Question{QuestionCommittee{λ=661324104069147921941649204183021/649037107316853453566312041152512, rank=1}}",0,"Question{QuestionCommittee{λ=665622908884005746448436798947309/649037107316853453566312041152512, rank=1}}"
110,0,"Question{QuestionCommittee{λ=1494869420577396028355791214870509/1298074214633706907132624082305024, rank=1}}",0,"Question{QuestionCommittee{λ=1516314955845986227728160898678765/1298074214633706907132624082305024, rank=1}}",0,"Question{QuestionCommittee{λ=1336042580336894402775351841259501/1298074214633706907132624082305024, rank=1}}",0,"Question{QuestionCommittee{λ=1377422826054156909074731533074413/1298074214633706907132624082305024, rank=1}}",0,"Question{QuestionCommittee{λ=1392154786420574223280667596161005/1298074214633706907132624082305024, rank=1}}",0,"Question{QuestionCommittee{λ=1673633865434982118285484843073517/1298074214633706907132624082305024, rank=1}}",0,"Question{QuestionCommittee{λ=1499801519973933156741119465226221/1298074214633706907132624082305024, rank=1}}",0,"Question{QuestionCommittee{λ=1409679458517589441206621378183149/1298074214633706907132624082305024, rank=1}}",0,"Question{QuestionCommittee{λ=1842730662286024356699633224777709/1298074214633706907132624082305024, rank=1}}",0,"Question{QuestionCommittee{λ=1303862804123518051078614766583789/1298074214633706907132624082305024, rank=1}}",0,"Question{QuestionCommittee{λ=1305193845958023593175516362833901/1298074214633706907132624082305024, rank=1}}",0,"Question{QuestionCommittee{λ=1346482259252176533013527024107501/1298074214633706907132624082305024, rank=1}}",0,"Question{QuestionCommittee{λ=1315778233293913594525903874949101/1298074214633706907132624082305024, rank=1}}",0,"Question{QuestionCommittee{λ=1558543353695144867490785075920877/1298074214633706907132624082305024, rank=1}}",0,"Question{QuestionCommittee{λ=1570161717150663966954861159776237/1298074214633706907132624082305024, rank=1}}",0,"Question{QuestionCommittee{λ=1611335075765638362919685859573741/1298074214633706907132624082305024, rank=1}}",0,"Question{QuestionCommittee{λ=1520384271481432426793343194759149/1298074214633706907132624082305024, rank=1}}",0,"Question{QuestionCommittee{λ=1466713388331769682662866712264685/1298074214633706907132624082305024, rank=1}}",0,"Question{QuestionCommittee{λ=1421147049580589482578544806592493/1298074214633706907132624082305024, rank=1}}",0,"Question{QuestionCommittee{λ=1342647026714256494980813910179821/1298074214633706907132624082305024, rank=1}}",0,"Question{QuestionCommittee{λ=1489136876888582218618339908911085/1298074214633706907132624082305024, rank=1}}",0,"Question{QuestionCommittee{λ=1541445479560560578634040387567597/1298074214633706907132624082305024, rank=1}}",0,"Question{QuestionCommittee{λ=1401574018305074562720248344084461/1298074214633706907132624082305024, rank=1}}",0,"Question{QuestionCommittee{λ=1322648208138295843883298408366061/1298074214633706907132624082305024, rank=1}}",0,"Question{QuestionCommittee{λ=1331245817768011492896873597894637/1298074214633706907132624082305024, rank=1}}"
111,0,"Question{QuestionCommittee{λ=2989738841154792056711582429741037/2596148429267413814265248164610048, rank=1}}",0,"Question{QuestionCommittee{λ=3032629911691972455456321797357549/2596148429267413814265248164610048, rank=1}}",0,"Question{QuestionCommittee{λ=2672085160673788805550703682519021/2596148429267413814265248164610048, rank=1}}",0,"Question{QuestionCommittee{λ=2754845652108313818149463066148845/2596148429267413814265248164610048, rank=1}}",0,"Question{QuestionCommittee{λ=2784309572841148446561335192322029/2596148429267413814265248164610048, rank=1}}",0,"Question{QuestionCommittee{λ=3347267730869964236570969686147053/2596148429267413814265248164610048, rank=1}}",0,"Question{QuestionCommittee{λ=2999603039947866313482238930452461/2596148429267413814265248164610048, rank=1}}",0,"Question{QuestionCommittee{λ=2819358917035178882413242756366317/2596148429267413814265248164610048, rank=1}}",0,"Question{QuestionCommittee{λ=3685461324572048713399266449555437/2596148429267413814265248164610048, rank=1}}",0,"Question{QuestionCommittee{λ=2607725608247036102157229533167597/2596148429267413814265248164610048, rank=1}}",0,"Question{QuestionCommittee{λ=2610387691916047186351032725667821/2596148429267413814265248164610048, rank=1}}",0,"Question{QuestionCommittee{λ=2692964518504353066027054048215021/2596148429267413814265248164610048, rank=1}}",0,"Question{QuestionCommittee{λ=2631556466587827189051807749898221/2596148429267413814265248164610048, rank=1}}",0,"Question{QuestionCommittee{λ=3117086707390289734981570151841773/2596148429267413814265248164610048, rank=1}}",0,"Question{QuestionCommittee{λ=3140323434301327933909722319552493/2596148429267413814265248164610048, rank=1}}",0,"Question{QuestionCommittee{λ=3222670151531276725839371719147501/2596148429267413814265248164610048, rank=1}}",0,"Question{QuestionCommittee{λ=3040768542962864853586686389518317/2596148429267413814265248164610048, rank=1}}",0,"Question{QuestionCommittee{λ=2933426776663539365325733424529389/2596148429267413814265248164610048, rank=1}}",0,"Question{QuestionCommittee{λ=2842294099161178965157089613185005/2596148429267413814265248164610048, rank=1}}",0,"Question{QuestionCommittee{λ=2685294053428512989961627820359661/2596148429267413814265248164610048, rank=1}}",0,"Question{QuestionCommittee{λ=2978273753777164437236679817822189/2596148429267413814265248164610048, rank=1}}",0,"Question{QuestionCommittee{λ=3082890959121121157268080775135213/2596148429267413814265248164610048, rank=1}}",0,"Question{QuestionCommittee{λ=2803148036610149125440496688168941/2596148429267413814265248164610048, rank=1}}",0,"Question{QuestionCommittee{λ=2645296416276591687766596816732141/2596148429267413814265248164610048, rank=1}}",0,"Question{QuestionCommittee{λ=2662491635536022985793747195789293/2596148429267413814265248164610048, rank=1}}"
112,0,"Question{QuestionCommittee{λ=5979477682309584113423164859482093/5192296858534827628530496329220096, rank=1}}",0,"Question{QuestionCommittee{λ=6065259823383944910912643594715117/5192296858534827628530496329220096, rank=1}}",0,"Question{QuestionCommittee{λ=5344170321347577611101407365038061/5192296858534827628530496329220096, rank=1}}",0,"Question{QuestionCommittee{λ=5509691304216627636298926132297709/5192296858534827628530496329220096, rank=1}}",0,"Question{QuestionCommittee{λ=5568619145682296893122670384644077/5192296858534827628530496329220096, rank=1}}",0,"Question{QuestionCommittee{λ=6694535461739928473141939372294125/5192296858534827628530496329220096, rank=1}}",0,"Question{QuestionCommittee{λ=5999206079895732626964477860904941/5192296858534827628530496329220096, rank=1}}",0,"Question{QuestionCommittee{λ=5638717834070357764826485512732653/5192296858534827628530496329220096, rank=1}}",0,"Question{QuestionCommittee{λ=7370922649144097426798532899110893/5192296858534827628530496329220096, rank=1}}",0,"Question{QuestionCommittee{λ=5215451216494072204314459066335213/5192296858534827628530496329220096, rank=1}}",0,"Question{QuestionCommittee{λ=5220775383832094372702065451335661/5192296858534827628530496329220096, rank=1}}",0,"Question{QuestionCommittee{λ=5385929037008706132054108096430061/5192296858534827628530496329220096, rank=1}}",0,"Question{QuestionCommittee{λ=5263112933175654378103615499796461/5192296858534827628530496329220096, rank=1}}",0,"Question{QuestionCommittee{λ=6234173414780579469963140303683565/5192296858534827628530496329220096, rank=1}}",0,"Question{QuestionCommittee{λ=6280646868602655867819444639105005/5192296858534827628530496329220096, rank=1}}",0,"Question{QuestionCommittee{λ=6445340303062553451678743438295021/5192296858534827628530496329220096, rank=1}}",0,"Question{QuestionCommittee{λ=6081537085925729707173372779036653/5192296858534827628530496329220096, rank=1}}",0,"Question{QuestionCommittee{λ=5866853553327078730651466849058797/5192296858534827628530496329220096, rank=1}}",0,"Question{QuestionCommittee{λ=5684588198322357930314179226370029/5192296858534827628530496329220096, rank=1}}",0,"Question{QuestionCommittee{λ=5370588106857025979923255640719341/5192296858534827628530496329220096, rank=1}}",0,"Question{QuestionCommittee{λ=5956547507554328874473359635644397/5192296858534827628530496329220096, rank=1}}",0,"Question{QuestionCommittee{λ=6165781918242242314536161550270445/5192296858534827628530496329220096, rank=1}}",0,"Question{QuestionCommittee{λ=5606296073220298250880993376337901/5192296858534827628530496329220096, rank=1}}",0,"Question{QuestionCommittee{λ=5290592832553183375533193633464301/5192296858534827628530496329220096, rank=1}}",0,"Question{QuestionCommittee{λ=5324983271072045971587494391578605/5192296858534827628530496329220096, rank=1}}"
113,0,"Question{QuestionCommittee{λ=11958955364619168226846329718964205/10384593717069655257060992658440192, rank=1}}",0,"Question{QuestionCommittee{λ=12130519646767889821825287189430253/10384593717069655257060992658440192, rank=1}}",0,"Question{QuestionCommittee{λ=10688340642695155222202814730076141/10384593717069655257060992658440192, rank=1}}",0,"Question{QuestionCommittee{λ=11019382608433255272597852264595437/10384593717069655257060992658440192, rank=1}}",0,"Question{QuestionCommittee{λ=11137238291364593786245340769288173/10384593717069655257060992658440192, rank=1}}",0,"Question{QuestionCommittee{λ=13389070923479856946283878744588269/10384593717069655257060992658440192, rank=1}}",0,"Question{QuestionCommittee{λ=11998412159791465253928955721809901/10384593717069655257060992658440192, rank=1}}",0,"Question{QuestionCommittee{λ=11277435668140715529652971025465325/10384593717069655257060992658440192, rank=1}}",0,"Question{QuestionCommittee{λ=14741845298288194853597065798221805/10384593717069655257060992658440192, rank=1}}",0,"Question{QuestionCommittee{λ=10430902432988144408628918132670445/10384593717069655257060992658440192, rank=1}}",0,"Question{QuestionCommittee{λ=10441550767664188745404130902671341/10384593717069655257060992658440192, rank=1}}",0,"Question{QuestionCommittee{λ=10771858074017412264108216192860141/10384593717069655257060992658440192, rank=1}}",0,"Question{QuestionCommittee{λ=10526225866351308756207230999592941/10384593717069655257060992658440192, rank=1}}",0,"Question{QuestionCommittee{λ=12468346829561158939926280607367149/10384593717069655257060992658440192, rank=1}}",0,"Question{QuestionCommittee{λ=12561293737205311735638889278210029/10384593717069655257060992658440192, rank=1}}",0,"Question{QuestionCommittee{λ=12890680606125106903357486876590061/10384593717069655257060992658440192, rank=1}}",0,"Question{QuestionCommittee{λ=12163074171851459414346745558073325/10384593717069655257060992658440192, rank=1}}",0,"Question{QuestionCommittee{λ=11733707106654157461302933698117613/10384593717069655257060992658440192, rank=1}}",0,"Question{QuestionCommittee{λ=11369176396644715860628358452740077/10384593717069655257060992658440192, rank=1}}",0,"Question{QuestionCommittee{λ=10741176213714051959846511281438701/10384593717069655257060992658440192, rank=1}}",0,"Question{QuestionCommittee{λ=11913095015108657748946719271288813/10384593717069655257060992658440192, rank=1}}",0,"Question{QuestionCommittee{λ=12331563836484484629072323100540909/10384593717069655257060992658440192, rank=1}}",0,"Question{QuestionCommittee{λ=11212592146440596501761986752675821/10384593717069655257060992658440192, rank=1}}",0,"Question{QuestionCommittee{λ=10581185665106366751066387266928621/10384593717069655257060992658440192, rank=1}}",0,"Question{QuestionCommittee{λ=10649966542144091943174988783157229/10384593717069655257060992658440192, rank=1}}"
114,0,"Question{QuestionCommittee{λ=23917910729238336453692659437928429/20769187434139310514121985316880384, rank=1}}",0,"Question{QuestionCommittee{λ=24261039293535779643650574378860525/20769187434139310514121985316880384, rank=1}}",0,"Question{QuestionCommittee{λ=21376681285390310444405629460152301/20769187434139310514121985316880384, rank=1}}",0,"Question{QuestionCommittee{λ=22038765216866510545195704529190893/20769187434139310514121985316880384, rank=1}}",0,"Question{QuestionCommittee{λ=22274476582729187572490681538576365/20769187434139310514121985316880384, rank=1}}",0,"Question{QuestionCommittee{λ=26778141846959713892567757489176557/20769187434139310514121985316880384, rank=1}}",0,"Question{QuestionCommittee{λ=23996824319582930507857911443619821/20769187434139310514121985316880384, rank=1}}",0,"Question{QuestionCommittee{λ=22554871336281431059305942050930669/20769187434139310514121985316880384, rank=1}}",0,"Question{QuestionCommittee{λ=29483690596576389707194131596443629/20769187434139310514121985316880384, rank=1}}",0,"Question{QuestionCommittee{λ=20861804865976288817257836265340909/20769187434139310514121985316880384, rank=1}}",0,"Question{QuestionCommittee{λ=20883101535328377490808261805342701/20769187434139310514121985316880384, rank=1}}",0,"Question{QuestionCommittee{λ=21543716148034824528216432385720301/20769187434139310514121985316880384, rank=1}}",0,"Question{QuestionCommittee{λ=21052451732702617512414461999185901/20769187434139310514121985316880384, rank=1}}",0,"Question{QuestionCommittee{λ=24936693659122317879852561214734317/20769187434139310514121985316880384, rank=1}}",0,"Question{QuestionCommittee{λ=25122587474410623471277778556420077/20769187434139310514121985316880384, rank=1}}",0,"Question{QuestionCommittee{λ=25781361212250213806714973753180141/20769187434139310514121985316880384, rank=1}}",0,"Question{QuestionCommittee{λ=24326148343702918828693491116146669/20769187434139310514121985316880384, rank=1}}",0,"Question{QuestionCommittee{λ=23467414213308314922605867396235245/20769187434139310514121985316880384, rank=1}}",0,"Question{QuestionCommittee{λ=22738352793289431721256716905480173/20769187434139310514121985316880384, rank=1}}",0,"Question{QuestionCommittee{λ=21482352427428103919693022562877421/20769187434139310514121985316880384, rank=1}}",0,"Question{QuestionCommittee{λ=23826190030217315497893438542577645/20769187434139310514121985316880384, rank=1}}",0,"Question{QuestionCommittee{λ=24663127672968969258144646201081837/20769187434139310514121985316880384, rank=1}}",0,"Question{QuestionCommittee{λ=22425184292881193003523973505351661/20769187434139310514121985316880384, rank=1}}",0,"Question{QuestionCommittee{λ=21162371330212733502132774533857261/20769187434139310514121985316880384, rank=1}}",0,"Question{QuestionCommittee{λ=21299933084288183886349977566314477/20769187434139310514121985316880384, rank=1}}"
115,0,"Question{QuestionCommittee{λ=47835821458476672907385318875856877/41538374868278621028243970633760768, rank=1}}",0,"Question{QuestionCommittee{λ=48522078587071559287301148757721069/41538374868278621028243970633760768, rank=1}}",0,"Question{QuestionCommittee{λ=42753362570780620888811258920304621/41538374868278621028243970633760768, rank=1}}",0,"Question{QuestionCommittee{λ=44077530433733021090391409058381805/41538374868278621028243970633760768, rank=1}}",0,"Question{QuestionCommittee{λ=44548953165458375144981363077152749/41538374868278621028243970633760768, rank=1}}",0,"Question{QuestionCommittee{λ=53556283693919427785135514978353133/41538374868278621028243970633760768, rank=1}}",0,"Question{QuestionCommittee{λ=47993648639165861015715822887239661/41538374868278621028243970633760768, rank=1}}",0,"Question{QuestionCommittee{λ=45109742672562862118611884101861357/41538374868278621028243970633760768, rank=1}}",0,"Question{QuestionCommittee{λ=58967381193152779414388263192887277/41538374868278621028243970633760768, rank=1}}",0,"Question{QuestionCommittee{λ=41723609731952577634515672530681837/41538374868278621028243970633760768, rank=1}}",0,"Question{QuestionCommittee{λ=41766203070656754981616523610685421/41538374868278621028243970633760768, rank=1}}",0,"Question{QuestionCommittee{λ=43087432296069649056432864771440621/41538374868278621028243970633760768, rank=1}}",0,"Question{QuestionCommittee{λ=42104903465405235024828923998371821/41538374868278621028243970633760768, rank=1}}",0,"Question{QuestionCommittee{λ=49873387318244635759705122429468653/41538374868278621028243970633760768, rank=1}}",0,"Question{QuestionCommittee{λ=50245174948821246942555557112840173/41538374868278621028243970633760768, rank=1}}",0,"Question{QuestionCommittee{λ=51562722424500427613429947506360301/41538374868278621028243970633760768, rank=1}}",0,"Question{QuestionCommittee{λ=48652296687405837657386982232293357/41538374868278621028243970633760768, rank=1}}",0,"Question{QuestionCommittee{λ=46934828426616629845211734792470509/41538374868278621028243970633760768, rank=1}}",0,"Question{QuestionCommittee{λ=45476705586578863442513433810960365/41538374868278621028243970633760768, rank=1}}",0,"Question{QuestionCommittee{λ=42964704854856207839386045125754861/41538374868278621028243970633760768, rank=1}}",0,"Question{QuestionCommittee{λ=47652380060434630995786877085155309/41538374868278621028243970633760768, rank=1}}",0,"Question{QuestionCommittee{λ=49326255345937938516289292402163693/41538374868278621028243970633760768, rank=1}}",0,"Question{QuestionCommittee{λ=44850368585762386007047947010703341/41538374868278621028243970633760768, rank=1}}",0,"Question{QuestionCommittee{λ=42324742660425467004265549067714541/41538374868278621028243970633760768, rank=1}}",0,"Question{QuestionCommittee{λ=42599866168576367772699955132628973/41538374868278621028243970633760768, rank=1}}"
116,0,"Question{QuestionCommittee{λ=95671642916953345814770637751713773/83076749736557242056487941267521536, rank=1}}",0,"Question{QuestionCommittee{λ=97044157174143118574602297515442157/83076749736557242056487941267521536, rank=1}}",0,"Question{QuestionCommittee{λ=85506725141561241777622517840609261/83076749736557242056487941267521536, rank=1}}",0,"Question{QuestionCommittee{λ=88155060867466042180782818116763629/83076749736557242056487941267521536, rank=1}}",0,"Question{QuestionCommittee{λ=89097906330916750289962726154305517/83076749736557242056487941267521536, rank=1}}",0,"Question{QuestionCommittee{λ=107112567387838855570271029956706285/83076749736557242056487941267521536, rank=1}}",0,"Question{QuestionCommittee{λ=95987297278331722031431645774479341/83076749736557242056487941267521536, rank=1}}",0,"Question{QuestionCommittee{λ=90219485345125724237223768203722733/83076749736557242056487941267521536, rank=1}}",0,"Question{QuestionCommittee{λ=117934762386305558828776526385774573/83076749736557242056487941267521536, rank=1}}",0,"Question{QuestionCommittee{λ=83447219463905155269031345061363693/83076749736557242056487941267521536, rank=1}}",0,"Question{QuestionCommittee{λ=83532406141313509963233047221370861/83076749736557242056487941267521536, rank=1}}",0,"Question{QuestionCommittee{λ=86174864592139298112865729542881261/83076749736557242056487941267521536, rank=1}}",0,"Question{QuestionCommittee{λ=84209806930810470049657847996743661/83076749736557242056487941267521536, rank=1}}",0,"Question{QuestionCommittee{λ=99746774636489271519410244858937325/83076749736557242056487941267521536, rank=1}}",0,"Question{QuestionCommittee{λ=100490349897642493885111114225680365/83076749736557242056487941267521536, rank=1}}",0,"Question{QuestionCommittee{λ=103125444849000855226859895012720621/83076749736557242056487941267521536, rank=1}}",0,"Question{QuestionCommittee{λ=97304593374811675314773964464586733/83076749736557242056487941267521536, rank=1}}",0,"Question{QuestionCommittee{λ=93869656853233259690423469584941037/83076749736557242056487941267521536, rank=1}}",0,"Question{QuestionCommittee{λ=90953411173157726885026867621920749/83076749736557242056487941267521536, rank=1}}",0,"Question{QuestionCommittee{λ=85929409709712415678772090251509741/83076749736557242056487941267521536, rank=1}}",0,"Question{QuestionCommittee{λ=95304760120869261991573754170310637/83076749736557242056487941267521536, rank=1}}",0,"Question{QuestionCommittee{λ=98652510691875877032578584804327405/83076749736557242056487941267521536, rank=1}}",0,"Question{QuestionCommittee{λ=89700737171524772014095894021406701/83076749736557242056487941267521536, rank=1}}",0,"Question{QuestionCommittee{λ=84649485320850934008531098135429101/83076749736557242056487941267521536, rank=1}}",0,"Question{QuestionCommittee{λ=85199732337152735545399910265257965/83076749736557242056487941267521536, rank=1}}"
117,0,"Question{QuestionCommittee{λ=191343285833906691629541275503427565/166153499473114484112975882535043072, rank=1}}",0,"Question{QuestionCommittee{λ=194088314348286237149204595030884333/166153499473114484112975882535043072, rank=1}}",0,"Question{QuestionCommittee{λ=171013450283122483555245035681218541/166153499473114484112975882535043072, rank=1}}",0,"Question{QuestionCommittee{λ=176310121734932084361565636233527277/166153499473114484112975882535043072, rank=1}}",0,"Question{QuestionCommittee{λ=178195812661833500579925452308611053/166153499473114484112975882535043072, rank=1}}",0,"Question{QuestionCommittee{λ=214225134775677711140542059913412589/166153499473114484112975882535043072, rank=1}}",0,"Question{QuestionCommittee{λ=191974594556663444062863291548958701/166153499473114484112975882535043072, rank=1}}",0,"Question{QuestionCommittee{λ=180438970690251448474447536407445485/166153499473114484112975882535043072, rank=1}}",0,"Question{QuestionCommittee{λ=235869524772611117657553052771549165/166153499473114484112975882535043072, rank=1}}",0,"Question{QuestionCommittee{λ=166894438927810310538062690122727405/166153499473114484112975882535043072, rank=1}}",0,"Question{QuestionCommittee{λ=167064812282627019926466094442741741/166153499473114484112975882535043072, rank=1}}",0,"Question{QuestionCommittee{λ=172349729184278596225731459085762541/166153499473114484112975882535043072, rank=1}}",0,"Question{QuestionCommittee{λ=168419613861620940099315695993487341/166153499473114484112975882535043072, rank=1}}",0,"Question{QuestionCommittee{λ=199493549272978543038820489717874669/166153499473114484112975882535043072, rank=1}}",0,"Question{QuestionCommittee{λ=200980699795284987770222228451360749/166153499473114484112975882535043072, rank=1}}",0,"Question{QuestionCommittee{λ=206250889698001710453719790025441261/166153499473114484112975882535043072, rank=1}}",0,"Question{QuestionCommittee{λ=194609186749623350629547928929173485/166153499473114484112975882535043072, rank=1}}",0,"Question{QuestionCommittee{λ=187739313706466519380846939169882093/166153499473114484112975882535043072, rank=1}}",0,"Question{QuestionCommittee{λ=181906822346315453770053735243841517/166153499473114484112975882535043072, rank=1}}",0,"Question{QuestionCommittee{λ=171858819419424831357544180503019501/166153499473114484112975882535043072, rank=1}}",0,"Question{QuestionCommittee{λ=190609520241738523983147508340621293/166153499473114484112975882535043072, rank=1}}",0,"Question{QuestionCommittee{λ=197305021383751754065157169608654829/166153499473114484112975882535043072, rank=1}}",0,"Question{QuestionCommittee{λ=179401474343049544028191788042813421/166153499473114484112975882535043072, rank=1}}",0,"Question{QuestionCommittee{λ=169298970641701868017062196270858221/166153499473114484112975882535043072, rank=1}}",0,"Question{QuestionCommittee{λ=170399464674305471090799820530515949/166153499473114484112975882535043072, rank=1}}"
118,0,"Question{QuestionCommittee{λ=382686571667813383259082551006855149/332306998946228968225951765070086144, rank=1}}",0,"Question{QuestionCommittee{λ=388176628696572474298409190061768685/332306998946228968225951765070086144, rank=1}}",0,"Question{QuestionCommittee{λ=342026900566244967110490071362437101/332306998946228968225951765070086144, rank=1}}",0,"Question{QuestionCommittee{λ=352620243469864168723131272467054573/332306998946228968225951765070086144, rank=1}}",0,"Question{QuestionCommittee{λ=356391625323667001159850904617222125/332306998946228968225951765070086144, rank=1}}",0,"Question{QuestionCommittee{λ=428450269551355422281084119826825197/332306998946228968225951765070086144, rank=1}}",0,"Question{QuestionCommittee{λ=383949189113326888125726583097917421/332306998946228968225951765070086144, rank=1}}",0,"Question{QuestionCommittee{λ=360877941380502896948895072814890989/332306998946228968225951765070086144, rank=1}}",0,"Question{QuestionCommittee{λ=471739049545222235315106105543098349/332306998946228968225951765070086144, rank=1}}",0,"Question{QuestionCommittee{λ=333788877855620621076125380245454829/332306998946228968225951765070086144, rank=1}}",0,"Question{QuestionCommittee{λ=334129624565254039852932188885483501/332306998946228968225951765070086144, rank=1}}",0,"Question{QuestionCommittee{λ=344699458368557192451462918171525101/332306998946228968225951765070086144, rank=1}}",0,"Question{QuestionCommittee{λ=336839227723241880198631391986974701/332306998946228968225951765070086144, rank=1}}",0,"Question{QuestionCommittee{λ=398987098545957086077640979435749357/332306998946228968225951765070086144, rank=1}}",0,"Question{QuestionCommittee{λ=401961399590569975540444456902721517/332306998946228968225951765070086144, rank=1}}",0,"Question{QuestionCommittee{λ=412501779396003420907439580050882541/332306998946228968225951765070086144, rank=1}}",0,"Question{QuestionCommittee{λ=389218373499246701259095857858346989/332306998946228968225951765070086144, rank=1}}",0,"Question{QuestionCommittee{λ=375478627412933038761693878339764205/332306998946228968225951765070086144, rank=1}}",0,"Question{QuestionCommittee{λ=363813644692630907540107470487683053/332306998946228968225951765070086144, rank=1}}",0,"Question{QuestionCommittee{λ=343717638838849662715088361006039021/332306998946228968225951765070086144, rank=1}}",0,"Question{QuestionCommittee{λ=381219040483477047966295016681242605/332306998946228968225951765070086144, rank=1}}",0,"Question{QuestionCommittee{λ=394610042767503508130314339217309677/332306998946228968225951765070086144, rank=1}}",0,"Question{QuestionCommittee{λ=358802948686099088056383576085626861/332306998946228968225951765070086144, rank=1}}",0,"Question{QuestionCommittee{λ=338597941283403736034124392541716461/332306998946228968225951765070086144, rank=1}}",0,"Question{QuestionCommittee{λ=340798929348610942181599641061031917/332306998946228968225951765070086144, rank=1}}"
