i,qC = 350 then qV = 150
316,20.0
317,20.0
318,20.0
319,20.0
320,20.0
321,20.0
322,20.0
323,20.0
324,20.0
325,20.0
326,20.0
327,20.0
328,20.0
329,20.0
330,20.0
331,20.0
332,20.0
333,20.0
334,20.0
335,20.0
336,20.0
337,20.0
338,20.0
339,20.0
340,20.0
341,20.0
342,20.0
343,20.0
344,20.0
345,20.0
346,20.0
347,20.0
348,20.0
349,20.0
350,20.0
351,19.978785726875596
352,19.939872608220583
353,19.882046330929647
354,19.79685775714299
355,19.69575165974138
356,19.562374559114502
357,19.403565850789192
358,19.21362378771736
359,18.786382802171993
360,18.77532069851343
361,18.756416630967305
362,18.741259591477004
363,18.72098101161598
364,18.699822988633066
365,18.686364607741627
366,18.65889735916547
367,18.630351549846417
368,18.592348165643866
369,18.561564516225893
370,18.516098365431606
371,18.456349178398323
372,18.33970125337585
373,18.3100454080932
374,18.162504368601297
375,18.071272736808325
376,17.958397744900726
377,17.908561180636422
378,17.87115002034293
379,17.76811159966144
380,17.683999775330218
381,17.666890844154832
382,17.5706997000397
383,17.531461231079184
384,17.473911203440164
385,17.43948511828417
386,17.407708621314576
387,17.377149450803763
388,17.31325094069675
389,17.247636651354224
390,17.134399867894537
391,17.106645953189908
392,17.046263790791023
393,16.99649128397536
394,16.956425232103683
395,16.905679565626208
396,16.833251516332684
397,16.7581195164162
398,16.719095768248753
399,16.649279975655894
400,16.60391402320483
401,16.537010989676173
402,16.485623004031375
403,16.361226593867784
404,16.25405675388213
405,16.19589835031311
406,16.104997491379763
407,16.04518256433979
408,15.984560695812169
409,15.917941298541818
410,15.848858078925684
411,15.76939808892691
412,15.704237860141422
413,15.64892435921008
414,15.611382098863398
415,15.539655366256927
416,15.504991797287838
417,15.46483264755709
418,15.441169350485666
419,15.38951991701435
420,15.350704690828683
421,15.28287893347438
422,15.197508891537936
423,15.158884735778432
424,15.091683695199684
425,15.017269518669147
426,14.931241668228495
427,14.86823885664856
428,14.822221337984233
429,14.72022641845466
430,14.649226638184867
431,14.604565994532852
432,14.558505711546893
433,14.49544333586403
434,14.426524483974706
435,14.357093546425627
436,14.295963664393438
437,14.221158488353469
438,14.174266603255196
439,14.138013566586672
440,14.093729011715766
441,14.029598630886507
442,13.964367517140442
443,13.922201846139838
444,13.854614125044723
445,13.785272570945402
446,13.727968817914768
447,13.6967782109093
448,13.658252383656578
449,13.605196543289038
450,13.51842653722842
451,13.500899981028198
452,13.432981179099917
453,13.393372914000265
454,13.327137848533901
455,13.251611159199221
456,13.21348607710732
457,13.175784696627407
458,13.130463877517979
459,13.068519277415064
460,13.014931007193198
461,12.922031962811173
462,12.849430448669374
463,12.81105555125958
464,12.768690472067023
465,12.701700265139843
466,12.651293137958437
467,12.617712522234072
468,12.59533089792156
469,12.551868033250628
470,12.513084485784853
471,12.44424650817021
472,12.399268944954231
473,12.32344391795955
474,12.288020377492174
475,12.23185160864129
476,12.187017122950492
477,12.136727931631889
478,12.105917735365061
479,12.066729653953384
480,12.014094780294176
481,11.950465398875991
482,11.89472765698514
483,11.865462974398788
484,11.81183726964888
485,11.729620111303898
486,11.682036943470157
487,11.644482461911222
488,11.597109880168793
489,11.566476339614917
490,11.51994859084781
491,11.491506137943611
492,11.441689121788341
493,11.378290600481604
494,11.334261619686627
495,11.297672440233136
496,11.233350850016151
497,11.19418093905907
498,11.17014748416667
499,11.129358641709493
500,11.076664440789601
