i,qC = 500 then qV = 0
316,20.0
317,20.0
318,20.0
319,20.0
320,20.0
321,20.0
322,20.0
323,20.0
324,20.0
325,20.0
326,20.0
327,20.0
328,20.0
329,20.0
330,20.0
331,20.0
332,20.0
333,20.0
334,20.0
335,20.0
336,20.0
337,20.0
338,20.0
339,20.0
340,20.0
341,20.0
342,20.0
343,20.0
344,20.0
345,20.0
346,20.0
347,20.0
348,20.0
349,20.0
350,20.0
351,20.0
352,20.0
353,20.0
354,20.0
355,20.0
356,20.0
357,20.0
358,20.0
359,20.0
360,20.0
361,20.0
362,20.0
363,20.0
364,20.0
365,20.0
366,20.0
367,20.0
368,20.0
369,20.0
370,20.0
371,20.0
372,20.0
373,20.0
374,20.0
375,20.0
376,20.0
377,20.0
378,20.0
379,20.0
380,20.0
381,20.0
382,20.0
383,20.0
384,20.0
385,20.0
386,20.0
387,20.0
388,20.0
389,20.0
390,20.0
391,20.0
392,20.0
393,20.0
394,20.0
395,20.0
396,20.0
397,20.0
398,20.0
399,20.0
400,20.0
401,20.0
402,20.0
403,20.0
404,20.0
405,20.0
406,20.0
407,20.0
408,20.0
409,20.0
410,20.0
411,20.0
412,20.0
413,20.0
414,20.0
415,20.0
416,20.0
417,20.0
418,20.0
419,20.0
420,20.0
421,20.0
422,20.0
423,20.0
424,20.0
425,20.0
426,20.0
427,20.0
428,20.0
429,20.0
430,20.0
431,20.0
432,20.0
433,20.0
434,20.0
435,20.0
436,20.0
437,20.0
438,20.0
439,20.0
440,20.0
441,20.0
442,20.0
443,20.0
444,20.0
445,20.0
446,20.0
447,20.0
448,20.0
449,20.0
450,20.0
451,20.0
452,20.0
453,20.0
454,20.0
455,20.0
456,20.0
457,20.0
458,20.0
459,20.0
460,20.0
461,20.0
462,20.0
463,20.0
464,20.0
465,20.0
466,20.0
467,20.0
468,20.0
469,20.0
470,20.0
471,20.0
472,20.0
473,20.0
474,20.0
475,20.0
476,20.0
477,20.0
478,20.0
479,20.0
480,20.0
481,20.0
482,20.0
483,20.0
484,20.0
485,20.0
486,20.0
487,20.0
488,20.0
489,20.0
490,20.0
491,20.0
492,20.0
493,20.0
494,20.0
495,20.0
496,20.0
497,20.0
498,20.0
499,20.0
500,20.0
