i,qC = 170 then qV = 330
258,13.913793437786985
259,13.868527771434383
260,13.836108038469582
261,13.792911018037046
262,13.729332791830275
263,13.706240521725308
264,13.691459179938576
265,13.649303821222901
266,13.626259802304592
267,13.512268204521394
268,13.478718315178822
269,13.451470558274549
270,13.391691051026571
271,13.33506149275744
272,13.274741992892507
273,13.234268122091903
274,13.202527990042347
275,13.12507931861138
276,13.077382002285793
277,12.994254035259278
278,12.951564560468537
279,12.920950841024093
280,12.834071937232503
281,12.798078200810707
282,12.76125731715632
283,12.720326070721628
284,12.68047665745951
285,12.574144480356015
286,12.493117155035742
287,12.46143317854154
288,12.345997482529327
289,12.29762962307262
290,12.247899975033867
291,12.226022333668741
292,12.155317436319145
293,12.120347733615
294,12.083207567247532
295,12.029678777228
296,11.987324063592899
297,11.92207783501022
298,11.8805765773707
299,11.834337714614183
300,11.751669121891927
301,11.677378501131592
302,11.63297513198823
303,11.586380305435558
304,11.569717823183126
305,11.511738224991463
306,11.503388772360374
307,11.455688050065554
308,11.373808274802222
309,11.28045668954814
310,11.231684000012098
311,11.149180667931429
312,11.0779860978489
313,11.032038060762137
314,11.01026428347824
315,10.929280598699222
316,10.902675399572356
317,10.785727328493099
318,10.681838231050236
319,10.631638007825424
320,10.60203615197669
321,10.558827804081277
322,10.48689956975865
323,10.472302806305677
324,10.423007302301224
325,10.380262550078648
326,10.340252765950721
327,10.28884495279729
328,10.264142089487667
329,10.217738645186564
330,10.188069762674845
331,10.113876638474641
332,10.070988480119974
333,10.039500026989526
334,9.977970083107689
335,9.955382840954476
336,9.914326263813837
337,9.895053459307078
338,9.796064186282498
339,9.764092087917895
340,9.744772445586195
341,9.713389795407592
342,9.685996260025924
343,9.628351387903145
344,9.58413857467908
345,9.525225479895877
346,9.461937315441181
347,9.449941803432694
348,9.401231236462351
349,9.296935424332833
350,9.20730298450801
351,9.163991837337022
352,9.072227592900031
353,9.011535254210047
354,8.930976275176798
355,8.889466179550723
356,8.811912482079562
357,8.733249524310347
358,8.689116642200426
359,8.569893436734963
360,8.523583511217748
361,8.473405059421463
362,8.413912027393794
363,8.363221558277573
364,8.32450348578248
365,8.256317414652202
366,8.195374366712405
367,8.092132119521478
368,8.074030180325614
369,8.013887780211324
370,7.989028266718557
371,7.936228470956847
372,7.856099216969358
373,7.833064829108629
374,7.789259123799616
375,7.776533787064698
376,7.709252012134126
377,7.677491959615964
378,7.676115351928476
379,7.623786847141534
380,7.577675762471827
381,7.524584534359061
382,7.47524849669211
383,7.407772000332248
384,7.3825786288639215
385,7.3288462170335205
386,7.264766800326281
387,7.2137064410490535
388,7.158737292050675
389,7.083094901003504
390,7.071765249434383
391,7.034509014685401
392,6.981930207372891
393,6.92236149968113
394,6.863203052740668
395,6.827546541457144
396,6.739627577219838
397,6.696557831821003
398,6.674491293036957
399,6.647176304002022
400,6.606672473344632
401,6.508305800290936
402,6.4857018029639235
403,6.470998997402765
404,6.4332469362997955
405,6.391677877317784
406,6.386425985253002
407,6.355033462347794
408,6.306334747681995
409,6.2689397522178965
410,6.18153955212968
411,6.135691465828092
412,6.083396322253276
413,6.034425915483413
414,5.98996008947814
415,5.9780249052890415
416,5.9403708477997395
417,5.895134220736904
418,5.864717619950031
419,5.854866057444102
420,5.8022395173079335
421,5.770401656231047
422,5.757378136961814
423,5.728074350037201
424,5.68611717786913
425,5.659194634951472
426,5.6358487421037875
427,5.610447752830587
428,5.599428747671978
429,5.574754036967898
430,5.569029242555891
431,5.55188175011056
432,5.532060186381732
433,5.482190712392969
434,5.463101333732397
435,5.3996091033538764
436,5.369590818925017
437,5.358759968917225
438,5.28379679312078
439,5.240761264118117
440,5.17847778235833
441,5.1572158549475
442,5.10419820366553
443,5.067009942519246
444,5.001825647206333
445,4.993783891094351
446,4.9604540220088165
447,4.937579639439752
448,4.870046542839466
449,4.803097541997676
450,4.738066276721398
451,4.672690775602093
452,4.634594706072774
453,4.601834385462115
454,4.5535212088858605
455,4.518264736726683
456,4.457703822814479
457,4.409091219295462
458,4.405962349576408
459,4.323287465579204
460,4.289103392325297
461,4.233091846822196
462,4.202466053610593
463,4.179364622580771
464,4.154036740575146
465,4.118216937689773
466,4.099094431651797
467,4.095111851092003
468,4.050225313282247
469,3.946740254949089
470,3.9094224648588125
471,3.8413787900741885
472,3.8245967589621737
473,3.7578184135559294
474,3.7473056890321215
475,3.730052781509329
476,3.701226811153678
477,3.662141311571302
478,3.642931657148167
479,3.6231333129493093
480,3.557176974408719
481,3.503725852091876
482,3.4500268371625022
483,3.4077521890317084
484,3.362920691206021
485,3.349975507669328
486,3.3137873098460235
487,3.26268164425123
488,3.2539590811693966
489,3.2244136188498165
490,3.1791312115799055
491,3.1361517994357846
492,3.0950771327459816
493,3.0812559241205517
494,3.0368884595373364
495,3.0190581514990686
496,2.961536889131719
497,2.895694645267008
498,2.832535784051422
499,2.8039136056358216
500,2.772955296487634
