i,qC = 150 then qV = 350
250,12.992156087044812
251,12.939335951995028
252,12.806240889593253
253,12.806240889593253
254,12.806240889593253
255,12.806240889593253
256,12.75933348625544
257,12.596811497289458
258,12.596811497289458
259,12.596811497289458
260,12.596811497289458
261,12.596811497289458
262,12.518024894386869
263,12.518024894386869
264,12.518024894386869
265,12.518024894386869
266,12.518024894386869
267,12.439238291484278
268,12.439238291484278
269,12.378789731627052
270,12.358076164788116
271,12.176836986587354
272,12.176836986587354
273,12.036611217382054
274,12.036611217382054
275,11.974610914871274
276,11.974610914871274
277,11.974610914871274
278,11.974610914871274
279,11.974610914871274
280,11.974610914871274
281,11.725272001468289
282,11.725272001468289
283,11.725272001468289
284,11.361840056331332
285,11.318234218817416
286,11.318234218817416
287,11.171556657959878
288,11.171556657959878
289,10.792322792343233
290,10.756288957685259
291,10.664523250087456
292,10.664523250087456
293,10.64916036313629
294,10.64916036313629
295,10.64916036313629
296,10.64916036313629
297,10.64916036313629
298,10.64916036313629
299,10.612802879894373
300,10.612802879894373
301,10.468078403316861
302,10.452429046075892
303,10.405521642738078
304,10.39566589902398
305,10.321441782213386
306,10.321441782213386
307,10.293099790567007
308,10.293099790567007
309,10.274534378875572
310,10.274534378875572
311,10.274534378875572
312,10.274534378875572
313,10.274534378875572
314,10.173107989499677
315,10.173107989499677
316,10.018231240203415
317,10.018231240203415
318,9.913444512478568
319,9.86205689560859
320,9.86205689560859
321,9.86205689560859
322,9.86205689560859
323,9.86205689560859
324,9.780893825491171
325,9.780893825491171
326,9.744667551817876
327,9.651202554556887
328,9.411523033880577
329,9.298617342833774
330,9.284116443063539
331,9.284116443063539
332,9.284116443063539
333,9.284116443063539
334,9.284116443063539
335,9.108969494468722
336,9.108969494468722
337,9.108969494468722
338,9.03018197575775
339,8.86980627776826
340,8.86539347476148
341,8.86539347476148
342,8.86539347476148
343,8.86539347476148
344,8.86539347476148
345,8.86539347476148
346,8.86539347476148
347,8.818486071423669
348,8.757457179401813
349,8.725577979837036
350,8.725577979837036
351,8.626795089864611
352,8.626795089864611
353,8.560798114545957
354,8.560798114545957
355,8.560798114545957
356,8.534831646693151
357,8.534831646693151
358,8.534831646693151
359,8.534831646693151
360,8.487924243355337
361,8.487924243355337
362,8.487924243355337
363,8.487924243355337
364,8.487924243355337
365,8.255329564553259
366,8.255329564553259
367,8.255329564553259
368,8.255329564553259
369,8.22107444302109
370,8.191377183484425
371,8.112589664773454
372,8.112589664773454
373,8.112589664773454
374,8.00410488652582
375,7.8912004601550745
376,7.8912004601550745
377,7.8912004601550745
378,7.862858468508697
379,7.862858468508697
380,7.862858468508697
381,7.702484634690216
382,7.702484634690216
383,7.702484634690216
384,7.702484634690216
385,7.702484634690216
386,7.702484634690216
387,7.52140329470732
388,7.52140329470732
389,7.52140329470732
390,7.485972908165365
391,7.442615775996349
392,7.373068529508898
393,7.259854284963568
394,7.259854284963568
395,7.259854284963568
396,7.099525625368192
397,7.073554906774466
398,6.994755406413553
399,6.994755406413553
400,6.994755406413553
401,6.940547721106743
402,6.940547721106743
403,6.861990411510417
404,6.861990411510417
405,6.861990411510417
406,6.749086032853951
407,6.67029942995136
408,6.67029942995136
409,6.42511255426283
410,6.42511255426283
411,6.316709299219706
412,6.193543157082599
413,6.193543157082599
414,6.128590969827808
415,5.994293165806745
416,5.9625509138464405
417,5.9625509138464405
418,5.880963682930551
419,5.768059304274084
420,5.365917286875426
421,5.257432678816558
422,5.144529130614667
423,5.033299944520368
424,5.033299944520368
425,4.976265467147811
426,4.92891566457796
427,4.764475478967816
428,4.764475478967816
429,4.548817845772069
430,4.548817845772069
431,4.548817845772069
432,4.548817845772069
433,4.548817845772069
434,4.456399812559324
435,4.448867063131994
436,4.448867063131994
437,4.401959659794181
438,4.320797533098018
439,4.193725180986018
440,4.193725180986018
441,4.114938578083428
442,4.114938578083428
443,4.002034199426961
444,4.002034199426961
445,3.889129820770494
446,3.889129820770494
447,3.875147368198664
448,3.875147368198664
449,3.875147368198664
450,3.7639979151489125
451,3.7291810911717413
452,3.582982958440742
453,3.582982958440742
454,3.5346894815993846
455,3.5346894815993846
456,3.5346894815993846
457,3.4700587167932713
458,3.468195499169552
459,3.361554225211087
460,3.2451185636969737
461,3.2451185636969737
462,3.238374599420163
463,3.1595699267326127
464,3.107150838638383
465,3.107150838638383
466,3.0455413424508477
467,2.984574825460539
468,2.97851779757318
469,2.97851779757318
470,2.97851779757318
471,2.97851779757318
472,2.97851779757318
473,2.97851779757318
474,2.97851779757318
475,2.8656146876060937
476,2.8656146876060937
477,2.8656146876060937
478,2.7868261504109717
479,2.7528907080874303
480,2.6297110822965064
481,2.6297110822965064
482,2.5247912349138337
483,2.5247912349138337
484,2.3437072091151525
485,2.3437072091151525
486,2.3437072091151525
487,2.342060985868027
488,2.2967981745062205
489,2.2967981745062205
490,2.2967981745062205
491,2.2967981745062205
492,2.2269705605292645
493,2.2269705605292645
494,2.2269705605292645
495,2.2269705605292645
496,2.175081800427587
497,2.1107464346761287
498,2.0295789798524373
499,2.0295789798524373
500,2.0295789798524373
